stdno,schoolyear,term,course,section,units,grade,courserank,contrib
8375-37435,2015,FIRST,MATH 26,S-1R,3,____,4,1.0000,
8375-37435,2015,FIRST,ZOO 149,YZ,3,____,0,0.0000,
1372-17891,2015,FIRST,MATH 111,Z,3,____,1,1.0000,
1372-17891,2015,FIRST,MATH 38,T-2R,3,____,4,1.0000,
1726-83323,2015,FIRST,HNF 42,A-2L,4,____,8,1.0000,
1726-83323,2015,FIRST,MATH 2(MST),S,3,____,0,0.0000,
3245-69288,2015,FIRST,BIO 139,W,3,____,2,1.0000,
3245-69288,2015,FIRST,HUM 2(AH),V-4R,3,____,5,1.0000,
3245-69288,2015,FIRST,MATH 1(MST),Z,3,____,0,0.0000,
3245-69288,2015,FIRST,MCB 103,T,3,____,0,0.0000,
3245-69288,2015,FIRST,MCB 102,S,3,____,0,0.0000,
5282-51221,2015,FIRST,ABE 50,A-2L,3,____,3,1.0000,
5282-51221,2015,FIRST,ENSC 18,V-1L,3,____,4,1.0000,
2499-55289,2015,FIRST,HORT 109,S,3,____,6,1.0000,
2499-55289,2015,FIRST,CHEM 40.0,A,3,____,8,1.0000,
2499-55289,2015,FIRST,HORT 140,UV-1L,3,____,0,0.0000,
9692-21048,2015,FIRST,MATH 28,T-1R,3,____,4,1.0000,
2287-96338,2015,FIRST,VETA 103,G-4L,3,____,1,1.0000,
6237-16879,2015,FIRST,COMA 101,T,3,____,2,1.0000,
6237-16879,2015,FIRST,SPCM 106,E,3,____,0,0.0000,
2023-39279,2015,FIRST,HUM 2(AH),V-4R,3,____,0,0.0000,
1811-16866,2015,FIRST,FST 167,T-1L,3,____,2,1.0000,
1811-16866,2015,FIRST,CHEM 40.0,D,3,____,3,1.0000,
1811-16866,2015,FIRST,CHEM 32.0,X,3,____,4,1.0000,
1811-16866,2015,FIRST,MCB 180,B-2L,3,____,5,1.0000,
9310-02295,2015,FIRST,DEVC 120,ST-1L,3,____,2,1.0000,
9310-02295,2015,FIRST,DEVC 199,A1,1,____,4,1.0000,
9310-02295,2015,FIRST,COST 160,F,3,____,5,1.0000,
4036-71231,2015,FIRST,ENSC 16,B,3,____,5,1.0000,
4036-71231,2015,FIRST,IE 152,W,3,____,0,0.0000,
4036-71231,2015,FIRST,IE 184,GH-1L,3,____,0,0.0000,
4036-71231,2015,FIRST,IE 144,GH-1L,3,____,0,0.0000,
0502-29730,2015,FIRST,DEVC 11,CD-1L,3,____,6,1.0000,
0502-29730,2015,FIRST,POSC 1(SSP),A-2R,3,____,0,0.0000,
4609-82541,2015,FIRST,MATH 101,Y-2L,3,____,3,1.0000,
9553-15048,2015,FIRST,DEVC 199,A1,1,____,1,1.0000,
6222-70391,2015,FIRST,ChE 32,UV-1L,3,____,4,1.0000,
1446-00001,2015,FIRST,CMSC 100,EF-1L,3,____,1,1.0000,
1446-00001,2015,FIRST,POSC 1(SSP),A-4R,3,____,2,1.0000,
2596-45840,2015,FIRST,PHYS 82,DV-2L,5,____,1,1.0000,
2596-45840,2015,FIRST,MST 101c,AR2,1,____,4,1.0000,
2596-45840,2015,FIRST,EDUC 102,U,3,____,0,0.0000,
5754-75375,2015,FIRST,FST 111,AB,3,____,1,1.0000,
5754-75375,2015,FIRST,FST 131,T-3L,3,____,3,1.0000,
5754-75375,2015,FIRST,AGRI 199,Y2,1,____,5,1.0000,
5877-24975,2015,FIRST,AGRI 199,Y2,1,____,4,1.0000,
2434-84280,2015,FIRST,MATH 165,T,3,____,1,1.0000,
2434-84280,2015,FIRST,MATH 120,D,3,____,2,1.0000,
2434-84280,2015,FIRST,MATH 111,Z,3,____,3,1.0000,
2434-84280,2015,FIRST,MATH 151,H,3,____,5,1.0000,
6052-83654,2015,FIRST,MATH 181,E,3,____,2,1.0000,
6052-83654,2015,FIRST,MATH 174,B-4L,3,____,3,1.0000,
6052-83654,2015,FIRST,MATH 151,H,3,____,5,1.0000,
2491-85112,2015,FIRST,ECON 199a,Y1a,1,____,2,1.0000,
9177-79326,2015,FIRST,PHYS 83,BT-5L,5,____,5,1.0000,
9177-79326,2015,FIRST,ENSC 26,Z-4L,3,____,0,0.0000,
7255-14440,2015,FIRST,BOT 110,B-1L,3,____,3,1.0000,
7255-14440,2015,FIRST,SOIL 150,T,3,____,5,1.0000,
2823-08249,2015,FIRST,CHEM 40.0,A,3,____,2,1.0000,
2823-08249,2015,FIRST,CHEM 40.1,10L,1,____,3,1.0000,
8035-00996,2015,FIRST,MATH 151,H,3,____,3,1.0000,
1946-60772,2015,FIRST,HUME 102,W,3,____,6,1.0000,
5875-45173,2015,FIRST,HUM 2(AH),V-4R,3,____,2,1.0000,
6457-06646,2015,FIRST,DEVC 150,UV-1L,3,____,4,1.0000,
6457-06646,2015,FIRST,DEVC 199,A1,1,____,6,1.0000,
8829-56420,2015,FIRST,CHEM 115,Y,3,____,5,1.0000,
8902-45040,2015,FIRST,MATH 28,T-1R,3,____,3,1.0000,
5678-95595,2015,FIRST,AERS 142,U,3,____,2,1.0000,
5678-95595,2015,FIRST,CHEM 40.0,A,3,____,3,1.0000,
5678-95595,2015,FIRST,CHEM 40.1,28L,1,____,4,1.0000,
5678-95595,2015,FIRST,DEVC 122,G,3,____,5,1.0000,
8156-45009,2015,FIRST,ChE 145,U,3,____,1,1.0000,
5429-49438,2015,FIRST,DEVC 150,UV-1L,3,____,3,1.0000,
5429-49438,2015,FIRST,DEVC 120,ST-1L,3,____,5,1.0000,
5429-49438,2015,FIRST,DEVC 199,A1,1,____,7,1.0000,
3560-09433,2015,FIRST,AGRI 11,A,1,____,5,1.0000,
3560-09433,2015,FIRST,AGRI 121,X,3,____,0,0.0000,
7584-73424,2015,FIRST,CHEM 131,AB-1L,4,____,3,1.0000,
7584-73424,2015,FIRST,CMSC 11,T-6L,3,____,4,1.0000,
1373-55717,2015,FIRST,EE 12,V-2L,4,____,5,1.0000,
1373-55717,2015,FIRST,EE 18,Y,3,____,6,1.0000,
1373-55717,2015,FIRST,ENSC 26,C-3L,3,____,0,0.0000,
1373-55717,2015,FIRST,EE 170,D,3,____,0,0.0000,
8476-18639,2015,FIRST,ABE 50,A-2L,3,____,2,1.0000,
8476-18639,2015,FIRST,ENSC 16,B,3,____,5,1.0000,
9355-15873,2015,FIRST,EE 130,ST-2L,3,____,1,1.0000,
9355-15873,2015,FIRST,EE 151,W,3,____,3,1.0000,
0707-22373,2015,FIRST,ENSC 26,C-2L,3,____,5,1.0000,
0707-22373,2015,FIRST,IE 142,W,3,____,0,0.0000,
9172-11045,2015,FIRST,CMSC 22,WX-1L,3,____,6,1.0000,
9172-11045,2015,FIRST,MATH 28,T-1R,3,____,7,1.0000,
5676-75039,2015,FIRST,MATH 181,E,3,____,1,1.0000,
5676-75039,2015,FIRST,AMAT 112,B,3,____,2,1.0000,
5676-75039,2015,FIRST,MATH 174,B-4L,3,____,3,1.0000,
5676-75039,2015,FIRST,MATH 143,U,3,____,4,1.0000,
5676-75039,2015,FIRST,MATH 151,H,3,____,5,1.0000,
5676-75039,2015,FIRST,MATH 120,D,3,____,0,0.0000,
0823-20807,2015,FIRST,SDS 30,CD1-1L,3,____,1,1.0000,
0823-20807,2015,FIRST,SDS 168,T,3,____,2,1.0000,
0823-20807,2015,FIRST,CERP 131,W,3,____,3,1.0000,
0823-20807,2015,FIRST,CERP 11,G,3,____,4,1.0000,
0823-20807,2015,FIRST,CERP 21,Z,3,____,7,1.0000,
2580-68718,2015,FIRST,ECON 115,C,3,____,6,1.0000,
5083-69320,2015,FIRST,ZOO 113,X-2L,5,____,4,1.0000,
5083-69320,2015,FIRST,MATH 26,S-1R,3,____,6,1.0000,
5083-69320,2015,FIRST,MCB 150,C-1L,3,____,0,0.0000,
8056-07423,2015,FIRST,HNF 123,A-1L,3,____,0,0.0000,
7719-96023,2015,FIRST,AMAT 172,E,3,____,4,1.0000,
0595-64688,2015,FIRST,DEVC 199,A1,1,____,4,1.0000,
9180-91610,2015,FIRST,ANSC 161,Y,3,____,4,1.0000,
2039-24410,2015,FIRST,CE 121,AB2-1C,3,____,2,1.0000,
2039-24410,2015,FIRST,CE 151,T,3,____,3,1.0000,
2039-24410,2015,FIRST,CE 131,U-2C,3,____,5,1.0000,
2039-24410,2015,FIRST,ENSC 18,V-1L,3,____,6,1.0000,
4813-16034,2015,FIRST,NASC 8(MST),D-2R,3,____,0,0.0000,
4718-26445,2015,FIRST,CHEM 115,Y,3,____,2,1.0000,
4718-26445,2015,FIRST,CHEM 199,F1,1,____,8,1.0000,
0497-91919,2015,FIRST,ABE 11,B-1C,3,____,4,1.0000,
0497-91919,2015,FIRST,ABE 31,T-2L,2,____,6,1.0000,
0497-91919,2015,FIRST,ENSC 15,C,3,____,0,0.0000,
1010-31525,2015,FIRST,MATH 26,S-2R,3,____,3,1.0000,
1010-31525,2015,FIRST,MCB 180,B-3L,3,____,6,1.0000,
1010-31525,2015,FIRST,MCB 150,C-1L,3,____,0,0.0000,
7960-26027,2015,FIRST,CHEM 112,G,3,____,4,1.0000,
7960-26027,2015,FIRST,CHEM 40.1,25L,1,____,7,1.0000,
1237-61966,2015,FIRST,HNF 42,S-1L,4,____,3,1.0000,
1237-61966,2015,FIRST,HNF 123,A-2L,3,____,4,1.0000,
2234-83069,2015,FIRST,COMA 101,T,3,____,1,1.0000,
9132-20671,2015,FIRST,MATH 181,E,3,____,2,1.0000,
9132-20671,2015,FIRST,MATH 174,B-4L,3,____,3,1.0000,
9132-20671,2015,FIRST,MATH 120,D,3,____,6,1.0000,
3538-27297,2015,FIRST,NASC 7(MST),U,3,____,5,1.0000,
3538-27297,2015,FIRST,ZOTC 111,AB,3,____,0,0.0000,
2689-12599,2015,FIRST,VMED 151,S,2,____,2,1.0000,
2689-12599,2015,FIRST,VETC 171,1L,2,____,4,1.0000,
2689-12599,2015,FIRST,VPTH 123,X-1L,3,____,5,1.0000,
7604-94937,2015,FIRST,ENSC 15,C,3,____,5,1.0000,
7192-92168,2015,FIRST,MATH 26,S-2R,3,____,2,1.0000,
4342-20356,2015,FIRST,EE 11,W-2L,4,____,2,1.0000,
0162-41649,2015,FIRST,DEVC 199,A1,1,____,1,1.0000,
5692-76127,2015,FIRST,PE 2-AD,AD-X,0,____,1,1.0000,
8994-72079,2015,FIRST,MCB 150,C-3L,3,____,0,0.0000,
3391-64104,2015,FIRST,FRM 103,G-2L,3,____,3,1.0000,
6373-95575,2015,FIRST,MCB 150,C-3L,3,____,6,1.0000,
6373-95575,2015,FIRST,MCB 120,X,3,____,0,0.0000,
6503-60908,2015,FIRST,BIO 155,AB-2L,3,____,4,1.0000,
4651-59293,2015,FIRST,HUM 2(AH),V-4R,3,____,3,1.0000,
5674-73154,2015,FIRST,MATH 36,H-1R,5,____,6,1.0000,
5674-73154,2015,FIRST,CMSC 11,U-6L,3,____,7,1.0000,
2781-86407,2015,FIRST,MATH 165,T,3,____,2,1.0000,
2781-86407,2015,FIRST,MATH 181,E,3,____,5,1.0000,
2781-86407,2015,FIRST,MATH 143,U,3,____,6,1.0000,
9227-28509,2015,FIRST,ABE 11,B-1C,3,____,2,1.0000,
9227-28509,2015,FIRST,ENSC 15,C,3,____,4,1.0000,
9227-28509,2015,FIRST,ABE 81,G-1L,3,____,6,1.0000,
9366-74600,2015,FIRST,FST 141,AB-1L,3,____,4,1.0000,
9366-74600,2015,FIRST,FST 170,ST,3,____,0,0.0000,
4085-36722,2015,FIRST,MGT 115,F,3,____,5,1.0000,
3436-35611,2015,FIRST,FST 111,AB,3,____,4,1.0000,
6506-71039,2015,FIRST,MATH 174,B-4L,3,____,5,1.0000,
6506-71039,2015,FIRST,MATH 181,E,3,____,6,1.0000,
6447-36305,2015,FIRST,MATH 165,T,3,____,4,1.0000,
6447-36305,2015,FIRST,CMSC 21,UV-2L,3,____,5,1.0000,
6447-36305,2015,FIRST,MATH 1(MST),Z,3,____,0,0.0000,
6447-36305,2015,FIRST,EE 170,C,3,____,0,0.0000,
7123-54136,2015,FIRST,CMSC 22,WX-1L,3,____,2,1.0000,
0813-17527,2015,FIRST,MATH 28,T-1R,3,____,3,1.0000,
1966-60207,2015,FIRST,DEVC 199,A1,1,____,7,1.0000,
5829-11264,2015,FIRST,POSC 1(SSP),A-4R,3,____,3,1.0000,
3967-74747,2015,FIRST,MST 101c,AR2,1,____,1,1.0000,
3967-74747,2015,FIRST,MST 195,U,2,____,3,1.0000,
3967-74747,2015,FIRST,BIO 70,F,3,____,8,1.0000,
1561-79277,2015,FIRST,PPTH 101,C,3,____,1,1.0000,
6556-10675,2015,FIRST,HUM 2(AH),W-4R,3,____,5,1.0000,
6556-10675,2015,FIRST,MGT 115,F,3,____,6,1.0000,
8220-46528,2015,FIRST,CMSC 137,CD-1L,3,____,1,1.0000,
8220-46528,2015,FIRST,CMSC 124,B-3L,3,____,3,1.0000,
8220-46528,2015,FIRST,NASC 7(MST),U,3,____,6,1.0000,
2239-97812,2015,FIRST,MATH 101,Y-2L,3,____,1,1.0000,
8219-24742,2015,FIRST,CMSC 137,B-2L,3,____,2,1.0000,
9923-77302,2015,FIRST,CMSC 137,B-1L,3,____,2,1.0000,
9923-77302,2015,FIRST,NASC 9(MST),X,3,____,0,0.0000,
6037-02686,2015,FIRST,AGR 132,B-1L,3,____,3,1.0000,
6037-02686,2015,FIRST,AGRI 199,Y2,1,____,4,1.0000,
5885-68422,2015,FIRST,VETA 103,G-4L,3,____,4,1.0000,
9110-63538,2015,FIRST,ANTH 10,T,3,____,2,1.0000,
9110-63538,2015,FIRST,CMSC 2,E-5L,3,____,6,1.0000,
3485-19566,2015,FIRST,IE 142,W,3,____,2,1.0000,
3485-19566,2015,FIRST,IE 134,ST-1L,3,____,3,1.0000,
5721-69632,2015,FIRST,CHEM 32.0,X,3,____,4,1.0000,
5721-69632,2015,FIRST,FST 101,ST-1L,3,____,5,1.0000,
5721-69632,2015,FIRST,FST 140,A-3L,3,____,7,1.0000,
5721-69632,2015,FIRST,FST 141,AB-1L,3,____,0,0.0000,
6212-23342,2015,FIRST,PHYS 82,DV-2L,5,____,2,1.0000,
6212-23342,2015,FIRST,ENSC 16,B,3,____,4,1.0000,
6212-23342,2015,FIRST,CE 131,U-2C,3,____,5,1.0000,
8179-62926,2015,FIRST,POSC 1(SSP),A-4R,3,____,1,1.0000,
8179-62926,2015,FIRST,FPPS 128,YZ-1L,3,____,4,1.0000,
8179-62926,2015,FIRST,FRM 184,T-1L,3,____,5,1.0000,
5855-84212,2015,FIRST,CMSC 21,UV-1L,3,____,1,1.0000,
5855-84212,2015,FIRST,CMSC 22,WX-6L,3,____,2,1.0000,
5855-84212,2015,FIRST,STAT 145,V-1R,3,____,3,1.0000,
2364-01925,2015,FIRST,MATH 28,T-1R,3,____,3,1.0000,
2364-01925,2015,FIRST,NASC 7(MST),U,3,____,0,0.0000,
7077-15635,2015,FIRST,PHYS 82,DV-2L,5,____,5,1.0000,
7077-15635,2015,FIRST,ENSC 16,B,3,____,7,1.0000,
1124-04047,2015,FIRST,BIO 139,W,3,____,4,1.0000,
1124-04047,2015,FIRST,CHEM 160,S,3,____,5,1.0000,
0640-29811,2015,FIRST,ECON 199a,Y1a,1,____,2,1.0000,
8146-74378,2015,FIRST,CMSC 131,C-4L,3,____,1,1.0000,
8146-74378,2015,FIRST,CMSC 127,ST-2L,3,____,2,1.0000,
8146-74378,2015,FIRST,CMSC 124,T-1L,3,____,3,1.0000,
8146-74378,2015,FIRST,MATH 26,S-2R,3,____,4,1.0000,
8146-74378,2015,FIRST,CMSC 141,D-6L,3,____,6,1.0000,
5216-53712,2015,FIRST,MATH 26,S-2R,3,____,3,1.0000,
8922-09597,2015,FIRST,CE 121,AB2-1C,3,____,3,1.0000,
8922-09597,2015,FIRST,CE 133,CD-2C,3,____,4,1.0000,
8922-09597,2015,FIRST,CE 151,T,3,____,5,1.0000,
6940-62522,2015,FIRST,CHEM 160,S,3,____,5,1.0000,
0808-28864,2015,FIRST,CHEM 40.0,C,3,____,1,1.0000,
0808-28864,2015,FIRST,CHEM 32.0,X,3,____,2,1.0000,
0808-28864,2015,FIRST,MCB 180,B-2L,3,____,3,1.0000,
0808-28864,2015,FIRST,FST 131,T-3L,3,____,4,1.0000,
3861-62015,2015,FIRST,MATH 36,H-1R,5,____,1,1.0000,
0200-47231,2015,FIRST,SFFG 120,EF,3,____,5,1.0000,
0200-47231,2015,FIRST,SFFG 133,CD-1L,3,____,6,1.0000,
9023-78203,2015,FIRST,HNF 12,B-2L,3,____,0,0.0000,
7884-46788,2015,FIRST,HNF 123,A-2L,3,____,1,1.0000,
7884-46788,2015,FIRST,HNF 124,CD-3L,3,____,2,1.0000,
7884-46788,2015,FIRST,HNF 42,S-1L,4,____,3,1.0000,
7106-80526,2015,FIRST,VETA 103,G-4L,3,____,1,1.0000,
7106-80526,2015,FIRST,NASC 2(MST),T,3,____,3,1.0000,
7106-80526,2015,FIRST,CHEM 160,A,3,____,4,1.0000,
8305-73541,2015,FIRST,PHYS 82,DV-3L,5,____,2,1.0000,
8305-73541,2015,FIRST,CE 134,T-2C,3,____,4,1.0000,
4439-44388,2015,FIRST,BIO 151,B,3,____,2,1.0000,
3355-20343,2015,FIRST,ABT 101,T,3,____,1,1.0000,
3355-20343,2015,FIRST,CHEM 160,A,3,____,2,1.0000,
0872-74629,2015,FIRST,FST 115,C,3,____,1,1.0000,
0872-74629,2015,FIRST,FST 101,ST-2L,3,____,2,1.0000,
0872-74629,2015,FIRST,AGRI 199,Y2,1,____,3,1.0000,
0872-74629,2015,FIRST,FST 167,T-1L,3,____,7,1.0000,
0872-74629,2015,FIRST,MCB 180,B-3L,3,____,0,0.0000,
4417-47210,2015,FIRST,MST 195,U,2,____,3,1.0000,
8033-40299,2015,FIRST,MATH 26,S-2R,3,____,2,1.0000,
6128-03954,2015,FIRST,FST 167,T-1L,3,____,3,1.0000,
6128-03954,2015,FIRST,AGRI 199,Y2,1,____,4,1.0000,
6128-03954,2015,FIRST,FST 122,B-1L,3,____,0,0.0000,
9288-31690,2015,FIRST,DEVC 133,T-1L,3,____,3,1.0000,
9288-31690,2015,FIRST,WLDL 101,Y-1L,3,____,5,1.0000,
2279-77231,2015,FIRST,PHYS 82,DV-2L,5,____,3,1.0000,
2279-77231,2015,FIRST,CE 131,U-2C,3,____,5,1.0000,
2279-77231,2015,FIRST,ABE 180,G,3,____,6,1.0000,
6176-53374,2015,FIRST,ChE 32,UV-1L,3,____,3,1.0000,
6176-53374,2015,FIRST,MATH 38,T-2R,3,____,6,1.0000,
0902-13898,2015,FIRST,SFI 120,A-1L,3,____,3,1.0000,
5687-13382,2015,FIRST,MATH 28,T-1R,3,____,6,1.0000,
3088-62107,2015,FIRST,ABE 31,T-1L,2,____,2,1.0000,
3088-62107,2015,FIRST,ENSC 26,C-4L,3,____,0,0.0000,
5755-59005,2015,FIRST,STAT 165,WX-2L,3,____,1,1.0000,
5755-59005,2015,FIRST,STAT 135,W-1R,3,____,2,1.0000,
5755-59005,2015,FIRST,STAT 145,V-1R,3,____,4,1.0000,
0537-80381,2015,FIRST,CMSC 137,B-2L,3,____,2,1.0000,
0399-32432,2015,FIRST,CE 121,AB2-1C,3,____,1,1.0000,
0399-32432,2015,FIRST,ENSC 16,W,3,____,2,1.0000,
0399-32432,2015,FIRST,CE 131,U-2C,3,____,3,1.0000,
0399-32432,2015,FIRST,ENSC 18,D-2L,3,____,4,1.0000,
1275-45138,2015,FIRST,MATH 26,S-2R,3,____,3,1.0000,
9951-90201,2015,FIRST,HUM 2(AH),W-4R,3,____,7,1.0000,
9951-90201,2015,FIRST,PHYS 132,G,3,____,0,0.0000,
9951-90201,2015,FIRST,PHYS 141,E,3,____,0,0.0000,
7572-72290,2015,FIRST,VETC 171,1L,2,____,3,1.0000,
3658-77202,2015,FIRST,ENSC 16,W,3,____,7,1.0000,
7486-72558,2015,FIRST,FBS 161,AB-1L,3,____,3,1.0000,
7486-72558,2015,FIRST,SFI 100,U-1L,3,____,4,1.0000,
7486-72558,2015,FIRST,FBS 136,G-1L,3,____,0,0.0000,
2054-55897,2015,FIRST,EE 170,C,3,____,1,1.0000,
2054-55897,2015,FIRST,EE 12,W-1L,4,____,6,1.0000,
2054-55897,2015,FIRST,EE 18,Y,3,____,0,0.0000,
4713-89352,2015,FIRST,AGRI 199,Y2,1,____,4,1.0000,
9823-85686,2015,FIRST,NASC 7(MST),U,3,____,0,0.0000,
2673-36056,2015,FIRST,MATH 165,T,3,____,2,1.0000,
2673-36056,2015,FIRST,CMSC 21,UV-1L,3,____,3,1.0000,
2673-36056,2015,FIRST,MATH 120,D,3,____,5,1.0000,
2673-36056,2015,FIRST,MATH 174,B-4L,3,____,6,1.0000,
2673-36056,2015,FIRST,EE 170,C,3,____,0,0.0000,
4150-10203,2015,FIRST,CHEM 112,G,3,____,5,1.0000,
4150-10203,2015,FIRST,CHEM 120,B,3,____,6,1.0000,
4150-10203,2015,FIRST,CHEM 137,D,3,____,0,0.0000,
4180-45772,2015,FIRST,ChE 32,U-2L,3,____,5,1.0000,
4736-52271,2015,FIRST,ABM 180,C,3,____,1,1.0000,
4736-52271,2015,FIRST,NASC 7(MST),U,3,____,2,1.0000,
3627-27643,2015,FIRST,PHYS 82,DV-2L,5,____,3,1.0000,
9932-71310,2015,FIRST,ABE 180,G,3,____,1,1.0000,
9932-71310,2015,FIRST,CE 151,T,3,____,4,1.0000,
0167-34897,2015,FIRST,ENSC 26,C-3L,3,____,7,1.0000,
7074-14208,2015,FIRST,HUM 2(AH),W-4R,3,____,2,1.0000,
7074-14208,2015,FIRST,AECO 136,AB-1R,3,____,0,0.0000,
8826-63909,2015,FIRST,ABE 31,T-1L,2,____,2,1.0000,
7476-22495,2015,FIRST,CHEM 161,UV,4,____,4,1.0000,
2319-74399,2015,FIRST,CE 121,AB1-1C,3,____,2,1.0000,
2319-74399,2015,FIRST,CE 134,T-2C,3,____,6,1.0000,
6620-63247,2015,FIRST,MATH 111,Z,3,____,3,1.0000,
6620-63247,2015,FIRST,MATH 143,U,3,____,5,1.0000,
4364-06739,2015,FIRST,FRM 183,V-1L,3,____,3,1.0000,
0100-10034,2015,FIRST,HFDS 122,D,3,____,3,1.0000,
2869-30585,2015,FIRST,PHYS 141,E,3,____,1,1.0000,
2869-30585,2015,FIRST,APHY 105,Y-1L,3,____,2,1.0000,
2869-30585,2015,FIRST,PHYS 132,G,3,____,4,1.0000,
2869-30585,2015,FIRST,CMSC 22,WX-1L,3,____,6,1.0000,
7295-95058,2015,FIRST,HNF 152,GH2-3L,3,____,1,1.0000,
7295-95058,2015,FIRST,HNF 132,C-3L,3,____,2,1.0000,
7295-95058,2015,FIRST,CHEM 160,S,3,____,3,1.0000,
5865-27579,2015,FIRST,PHYS 141,E,3,____,1,1.0000,
5865-27579,2015,FIRST,PHYS 131,C,3,____,4,1.0000,
5865-27579,2015,FIRST,PHYS 193,H-1L,3,____,6,1.0000,
5865-27579,2015,FIRST,CHEM 40.0,B,3,____,0,0.0000,
5865-27579,2015,FIRST,CHEM 40.1,12L,1,____,0,0.0000,
4177-93056,2015,FIRST,CHEM 44.0,B,3,____,1,1.0000,
4177-93056,2015,FIRST,CHEM 44.1,2L,2,____,2,1.0000,
8491-30552,2015,FIRST,CHEM 40.0,C,3,____,5,1.0000,
8491-30552,2015,FIRST,CHEM 40.1,7L,1,____,6,1.0000,
8491-30552,2015,FIRST,MATH 26,S-2R,3,____,7,1.0000,
6353-68508,2015,FIRST,SUTC 170,B,3,____,2,1.0000,
6353-68508,2015,FIRST,SUTC 171,WX-1L,3,____,3,1.0000,
0858-10873,2015,FIRST,MATH 181,E,3,____,1,1.0000,
0858-10873,2015,FIRST,CMSC 11,T-5L,3,____,0,0.0000,
1247-00560,2015,FIRST,CE 121,AB1-1C,3,____,0,0.0000,
1247-00560,2015,FIRST,CE 134,T-2C,3,____,0,0.0000,
8563-16706,2015,FIRST,MATH 36,H-1R,5,____,2,1.0000,
1347-99110,2015,FIRST,CHEM 199,F1,1,____,5,1.0000,
8254-34241,2015,FIRST,EE 170,C,3,____,2,1.0000,
3189-88468,2015,FIRST,ZOTC 111,AB,3,____,0,0.0000,
7266-94280,2015,FIRST,STAT 166,EF-1L,3,____,5,1.0000,
2881-26530,2015,FIRST,ZOO 113,X-1L,5,____,1,1.0000,
2881-26530,2015,FIRST,ZOO 117,UV-1L,3,____,6,1.0000,
9338-80105,2015,FIRST,FRM 117,C,3,____,4,1.0000,
6455-00484,2015,FIRST,FRM 104,GH-5L,3,____,2,1.0000,
6455-00484,2015,FIRST,SFI 100,U-2L,3,____,4,1.0000,
6043-16487,2015,FIRST,HUME 102,W,3,____,7,1.0000,
6043-16487,2015,FIRST,CERP 122,T,3,____,0,0.0000,
6043-16487,2015,FIRST,CERP 140,C,3,____,0,0.0000,
6043-16487,2015,FIRST,BIO 151,B,3,____,0,0.0000,
8772-38888,2015,FIRST,ZOTC 112,S,3,____,3,1.0000,
8772-38888,2015,FIRST,CHEM 160,A,3,____,0,0.0000,
1359-89621,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
9455-77890,2015,FIRST,MATH 2(MST),S,3,____,5,1.0000,
6316-82288,2015,FIRST,ANSC 101,C-2L,3,____,1,1.0000,
6316-82288,2015,FIRST,ANSC 102,B,3,____,2,1.0000,
6316-82288,2015,FIRST,ANSC 106,UV-2L,3,____,6,1.0000,
6316-82288,2015,FIRST,ANSC 131,T-1L,3,____,7,1.0000,
6316-82288,2015,FIRST,ANSC 111,S-2L,3,____,0,0.0000,
4667-39075,2015,FIRST,AGRI 199,Y2,1,____,1,1.0000,
9222-01237,2015,FIRST,PE 2-BW,BW-EF2,0,____,2,1.0000,
9222-01237,2015,FIRST,ENSC 15,C,3,____,6,1.0000,
9222-01237,2015,FIRST,ENSC 16,W,3,____,7,1.0000,
2112-11325,2015,FIRST,CHEM 112,G,3,____,5,1.0000,
2112-11325,2015,FIRST,HUM 2(AH),W-4R,3,____,7,1.0000,
2112-11325,2015,FIRST,NASC 9(MST),X,3,____,0,0.0000,
8397-51206,2015,FIRST,MATH 101,Y-2L,3,____,1,1.0000,
8397-51206,2015,FIRST,MATH 38,T-2R,3,____,2,1.0000,
0616-83609,2015,FIRST,CMSC 137,B-2L,3,____,1,1.0000,
0616-83609,2015,FIRST,CMSC 141,D-6L,3,____,2,1.0000,
0616-83609,2015,FIRST,CMSC 131,C-2L,3,____,5,1.0000,
0616-83609,2015,FIRST,CMSC 124,T-5L,3,____,6,1.0000,
2910-24948,2015,FIRST,CHEM 40.0,B,3,____,2,1.0000,
2910-24948,2015,FIRST,CHEM 40.1,13L,1,____,3,1.0000,
2910-24948,2015,FIRST,BIO 70,F,3,____,4,1.0000,
2910-24948,2015,FIRST,MATH 26,S-2R,3,____,5,1.0000,
1260-17117,2015,FIRST,CHEM 160,S,3,____,3,1.0000,
1260-17117,2015,FIRST,HNF 132,C-3L,3,____,6,1.0000,
9516-61712,2015,FIRST,FST 111,C,3,____,6,1.0000,
9516-61712,2015,FIRST,CHEM 160,A,3,____,0,0.0000,
9516-61712,2015,FIRST,FST 170,ST,3,____,0,0.0000,
9205-63659,2015,FIRST,CMSC 124,T-5L,3,____,2,1.0000,
9205-63659,2015,FIRST,NASC 2(MST),G,3,____,6,1.0000,
9753-02990,2015,FIRST,EE 170,D,3,____,2,1.0000,
9753-02990,2015,FIRST,EE 12,V-2L,4,____,5,1.0000,
9753-02990,2015,FIRST,EE 18,Y,3,____,6,1.0000,
9753-02990,2015,FIRST,ENSC 26,C-3L,3,____,7,1.0000,
4042-55812,2015,FIRST,ENSC 26,C-3L,3,____,4,1.0000,
4042-55812,2015,FIRST,EE 170,D,3,____,5,1.0000,
2331-31812,2015,FIRST,AMAT 112,B,3,____,1,1.0000,
