stdno,schoolyear,term,course,section,units,grade,courserank,contrib
7730-57123,2015,FIRST,ECON 10(SSP),B,3,____,1,1.0000,
7730-57123,2015,FIRST,FRM 184,T-1L,3,____,2,1.0000,
7730-57123,2015,FIRST,SFI 126,UV-1L,3,____,3,1.0000,
7730-57123,2015,FIRST,SFI 182,ST-1L,3,____,4,1.0000,
1639-90000,2015,FIRST,CHEM 111.1,7L,2,____,1,1.0000,
1639-90000,2015,FIRST,SPCM 1(AH),W-3R,3,____,2,1.0000,
1639-90000,2015,FIRST,PSY 1(SSP),X1-2R,3,____,3,1.0000,
1639-90000,2015,FIRST,BOT 20,ST-8L,3,____,4,1.0000,
1639-90000,2015,FIRST,MCB 1,U-4L,3,____,5,1.0000,
1639-90000,2015,FIRST,HUM 3(AH),F,3,____,6,1.0000,
1639-90000,2015,FIRST,PI 10(SSP),G1-3R,3,____,7,1.0000,
9684-42711,2015,FIRST,IE 199,EF,1,____,1,1.0000,
9684-42711,2015,FIRST,IE 184,GH-3L,3,____,2,1.0000,
9684-42711,2015,FIRST,IE 152,X,3,____,3,1.0000,
9684-42711,2015,FIRST,STS 1,Y1,3,____,4,1.0000,
9684-42711,2015,FIRST,IE 191,Z,3,____,5,1.0000,
5703-69879,2015,FIRST,CHEM 15.0,S,3,____,3,1.0000,
5703-69879,2015,FIRST,STAT 1,A-2L,3,____,5,1.0000,
5703-69879,2015,FIRST,AECO 136,AB-1R,3,____,7,1.0000,
5703-69879,2015,FIRST,NASC 7(MST),X,3,____,0,0.0000,
3676-35357,2015,FIRST,PE 2-WT,WT-UV,0,____,1,1.0000,
3676-35357,2015,FIRST,IE 199,F,1,____,2,1.0000,
3676-35357,2015,FIRST,ENG 10,C-3R,3,____,3,1.0000,
3676-35357,2015,FIRST,ENSC 10b,7L,2,____,4,1.0000,
3676-35357,2015,FIRST,ABE 31,B-2L,2,____,5,1.0000,
3676-35357,2015,FIRST,ENSC 13,T,3,____,6,1.0000,
3676-35357,2015,FIRST,IE 184,GH-3L,3,____,7,1.0000,
3676-35357,2015,FIRST,IE 152,Y,3,____,8,1.0000,
0746-84379,2015,FIRST,PE 2-PF,PF-YZ2,0,____,1,1.0000,
0746-84379,2015,FIRST,ChE 145,X,3,____,2,1.0000,
0746-84379,2015,FIRST,ChE 143,T,3,____,4,1.0000,
0746-84379,2015,FIRST,ChE 200-3,AR(3),3,____,6,1.0000,
0746-84379,2015,FIRST,NASC 6(MST),C,3,____,7,1.0000,
1801-80831,2015,FIRST,ENG 5,Y,3,____,1,1.0000,
7129-10684,2015,FIRST,HUM 3(AH),F,3,____,1,1.0000,
7129-10684,2015,FIRST,BOT 20,ST-5L,3,____,3,1.0000,
7129-10684,2015,FIRST,HIST 1(SSP),V2-1R,3,____,4,1.0000,
7129-10684,2015,FIRST,ENG 2(AH),G-3R,3,____,5,1.0000,
7129-10684,2015,FIRST,WLDL 101,Y-3L,3,____,0,0.0000,
9930-65518,2015,FIRST,FRM 100,S,3,____,1,1.0000,
9812-74758,2015,FIRST,BIO 139,W,3,____,1,1.0000,
9812-74758,2015,FIRST,STAT 162,G-4L,3,____,4,1.0000,
9812-74758,2015,FIRST,BOT 20,ST-5L,3,____,5,1.0000,
6481-23349,2015,FIRST,CE 133,AB-2C,3,____,1,1.0000,
6481-23349,2015,FIRST,SOSC 3(SSP),Y-1R,3,____,2,1.0000,
6481-23349,2015,FIRST,MATH 38,T-4R,3,____,3,1.0000,
6481-23349,2015,FIRST,PHYS 82,DV-5L,5,____,4,1.0000,
6481-23349,2015,FIRST,PI 10(SSP),U-2R,3,____,5,1.0000,
6481-23349,2015,FIRST,SPCM 1(AH),G-5R,3,____,6,1.0000,
4900-55959,2015,FIRST,PE 2-TTN,TTN-ST,0,____,1,1.0000,
4900-55959,2015,FIRST,ABE 180,Y,3,____,2,1.0000,
4900-55959,2015,FIRST,CE 132,C-1C,3,____,3,1.0000,
4900-55959,2015,FIRST,CE 121,AB2-1C,3,____,4,1.0000,
4900-55959,2015,FIRST,CE 133,CD-2C,3,____,5,1.0000,
4900-55959,2015,FIRST,ENSC 14,G,3,____,6,1.0000,
4900-55959,2015,FIRST,ENG 2(AH),U-5R,3,____,7,1.0000,
4900-55959,2015,FIRST,SPCM 1(AH),F-4R,3,____,8,1.0000,
1474-40913,2015,FIRST,ENG 101,X,3,____,1,1.0000,
1474-40913,2015,FIRST,COMA 105,T,3,____,2,1.0000,
1474-40913,2015,FIRST,COMA 192,G,3,____,3,1.0000,
1474-40913,2015,FIRST,FRCH 10,F,3,____,4,1.0000,
1474-40913,2015,FIRST,CMSC 2,E-2L,3,____,5,1.0000,
1474-40913,2015,FIRST,PI 10(SSP),U-1R,3,____,6,1.0000,
8330-08903,2015,FIRST,BIO 140,T,3,____,4,1.0000,
8824-47873,2015,FIRST,IE 199,E,1,____,1,1.0000,
8824-47873,2015,FIRST,ENG 10,B-2R,3,____,2,1.0000,
8824-47873,2015,FIRST,IE 134,ST-2L,3,____,3,1.0000,
8824-47873,2015,FIRST,ENSC 13,F,3,____,4,1.0000,
8824-47873,2015,FIRST,IE 184,GH-1L,3,____,5,1.0000,
8824-47873,2015,FIRST,IE 152,X,3,____,6,1.0000,
4694-60736,2015,FIRST,CHEM 15.0,T,3,____,3,1.0000,
4694-60736,2015,FIRST,CHEM 15.1,13L,2,____,4,1.0000,
4694-60736,2015,FIRST,MATH 36,H-5R,5,____,5,1.0000,
6982-03197,2015,FIRST,MATH 101,Y-8L,3,____,1,1.0000,
6982-03197,2015,FIRST,ENG 2(AH),G-6R,3,____,2,1.0000,
6982-03197,2015,FIRST,SPCM 1(AH),W-1R,3,____,3,1.0000,
6982-03197,2015,FIRST,PHYS 13,U-1L,3,____,4,1.0000,
6982-03197,2015,FIRST,POSC 1(SSP),A-1R,3,____,5,1.0000,
6982-03197,2015,FIRST,NASC 6(MST),B,3,____,6,1.0000,
4589-62946,2015,FIRST,MATH 26,W-1R,3,____,1,1.0000,
4589-62946,2015,FIRST,MCB 160,V,3,____,5,1.0000,
4589-62946,2015,FIRST,MCB 120,X,3,____,6,1.0000,
3572-60596,2015,FIRST,STAT 146,UV-3R,3,____,1,1.0000,
3572-60596,2015,FIRST,STAT 165,WX-1L,3,____,2,1.0000,
3572-60596,2015,FIRST,STAT 147,T-2R,3,____,3,1.0000,
4769-55482,2015,FIRST,ABM 180,C,3,____,1,1.0000,
4769-55482,2015,FIRST,ECON 101,T-3R,3,____,2,1.0000,
4769-55482,2015,FIRST,HUM 3(AH),W,3,____,3,1.0000,
4769-55482,2015,FIRST,SOIL 1,U-3L,3,____,4,1.0000,
4769-55482,2015,FIRST,HUM 1(AH),V,3,____,5,1.0000,
4769-55482,2015,FIRST,ECON 102,G2,3,____,6,1.0000,
2355-02241,2015,FIRST,AGRI 199,Y4,1,____,3,1.0000,
0690-29953,2015,FIRST,HFDS 12,D,3,____,2,1.0000,
0690-29953,2015,FIRST,ANSC 135,T-1L,3,____,3,1.0000,
0690-29953,2015,FIRST,MCB 180,B-4L,3,____,4,1.0000,
8230-54761,2015,FIRST,CHEM 120,B,3,____,2,1.0000,
8230-54761,2015,FIRST,PI 10(SSP),H-3R,3,____,6,1.0000,
8230-54761,2015,FIRST,CMSC 11,U-3L,3,____,8,1.0000,
4990-72245,2015,FIRST,NASC 5(MST),Z-3R,3,____,2,1.0000,
9092-35442,2015,FIRST,PPTH 103,ST-1L,3,____,1,1.0000,
9092-35442,2015,FIRST,BIO 101,U,3,____,2,1.0000,
9092-35442,2015,FIRST,BIO 120,S-6L,3,____,3,1.0000,
9092-35442,2015,FIRST,PPTH 104,B-1L,3,____,4,1.0000,
1582-50706,2015,FIRST,PE 2-FSF,FSF-GH,0,____,1,1.0000,
1582-50706,2015,FIRST,MATH 14,B-2R,3,____,3,1.0000,
1582-50706,2015,FIRST,HUME 196,D,3,____,4,1.0000,
1582-50706,2015,FIRST,SDS 11,A-2L,3,____,5,1.0000,
9797-67205,2015,FIRST,HNF 123,U-2L,3,____,1,1.0000,
9797-67205,2015,FIRST,HNF 132,UV-4L,3,____,2,1.0000,
4137-34111,2015,FIRST,ChE 193,ST-1L,3,____,2,1.0000,
4137-34111,2015,FIRST,ChE 200-3,AR(3),3,____,3,1.0000,
4137-34111,2015,FIRST,HUM 2(AH),X1-3R,3,____,4,1.0000,
5942-67737,2015,FIRST,SPCM 1(AH),U1-1R,3,____,1,1.0000,
5942-67737,2015,FIRST,ENSC 10b,2L,2,____,2,1.0000,
5942-67737,2015,FIRST,SOSC 3(SSP),V-5R,3,____,3,1.0000,
5942-67737,2015,FIRST,EE 12,W-1L,4,____,4,1.0000,
5942-67737,2015,FIRST,EE 18,Y,3,____,5,1.0000,
5942-67737,2015,FIRST,STAT 1,AB-6L,3,____,6,1.0000,
5144-28882,2015,FIRST,ECON 101,T-3R,3,____,1,1.0000,
5144-28882,2015,FIRST,PSY 1(SSP),X1-1R,3,____,2,1.0000,
5144-28882,2015,FIRST,MATH 181,V,3,____,3,1.0000,
1196-46482,2015,FIRST,ENG 10,C-6R,3,____,1,1.0000,
1196-46482,2015,FIRST,ECON 10(SSP),B,3,____,2,1.0000,
1196-46482,2015,FIRST,HUM 1(AH),V,3,____,3,1.0000,
1196-46482,2015,FIRST,ABE 12,D-1C,3,____,4,1.0000,
1196-46482,2015,FIRST,ABE 47,ST-1L,3,____,5,1.0000,
1196-46482,2015,FIRST,ABE 199,G,1,____,6,1.0000,
1196-46482,2015,FIRST,IE 141,X,3,____,7,1.0000,
4466-18037,2015,FIRST,SPCM 1(AH),F-4R,3,____,1,1.0000,
4466-18037,2015,FIRST,BIO 120,S-1L,3,____,2,1.0000,
4466-18037,2015,FIRST,PPTH 104,B-2L,3,____,3,1.0000,
4466-18037,2015,FIRST,MCB 130,AB-1L,4,____,4,1.0000,
1844-61236,2015,FIRST,CE 135,AB-2C,3,____,1,1.0000,
1844-61236,2015,FIRST,CE 171,W,3,____,2,1.0000,
1844-61236,2015,FIRST,CE 199,G,1,____,5,1.0000,
1844-61236,2015,FIRST,ABE 174,V-1L,3,____,6,1.0000,
3852-83598,2015,FIRST,CE 135,CD-2C,3,____,1,1.0000,
3852-83598,2015,FIRST,CE 141,S-1C,3,____,2,1.0000,
3852-83598,2015,FIRST,ENG 10,B-2R,3,____,4,1.0000,
3852-83598,2015,FIRST,CE 199,G,1,____,7,1.0000,
3852-83598,2015,FIRST,ABE 72,UV-2L,3,____,0,0.0000,
1612-83928,2015,FIRST,ENG 10,C-1R,3,____,5,1.0000,
1612-83928,2015,FIRST,CMSC 165,U-4L,3,____,6,1.0000,
1612-83928,2015,FIRST,CMSC 137,B-2L,3,____,0,0.0000,
1612-83928,2015,FIRST,CMSC 141,D-4L,3,____,0,0.0000,
1321-51266,2015,FIRST,CHEM 120.1,1L,2,____,1,1.0000,
1321-51266,2015,FIRST,HUM 2(AH),W-6R,3,____,2,1.0000,
1321-51266,2015,FIRST,ENG 2(AH),Y-5R,3,____,3,1.0000,
1321-51266,2015,FIRST,CMSC 11,T-1L,3,____,4,1.0000,
1321-51266,2015,FIRST,CHEM 161.1,2L,2,____,5,1.0000,
1321-51266,2015,FIRST,HUM 1(AH),Z,3,____,6,1.0000,
1321-51266,2015,FIRST,CHEM 180,X,3,____,7,1.0000,
9715-36255,2015,FIRST,ChE 193,WX-1L,3,____,1,1.0000,
9715-36255,2015,FIRST,ChE 200-3,AR(3),3,____,2,1.0000,
9715-36255,2015,FIRST,HUM 2(AH),D-6R,3,____,3,1.0000,
9715-36255,2015,FIRST,FST 131,T-1L,3,____,4,1.0000,
9715-36255,2015,FIRST,HUM 3(AH),F,3,____,5,1.0000,
9715-36255,2015,FIRST,ChE 143,C,3,____,6,1.0000,
8838-86884,2015,FIRST,SPCM 1(AH),F-6R,3,____,2,1.0000,
8838-86884,2015,FIRST,ECON 106,U,3,____,3,1.0000,
8838-86884,2015,FIRST,ECON 101,T-3R,3,____,4,1.0000,
8838-86884,2015,FIRST,HUM 1(AH),Z,3,____,5,1.0000,
8838-86884,2015,FIRST,AECO 110,B-2L,3,____,6,1.0000,
8838-86884,2015,FIRST,AECO 160,CD-2L,3,____,7,1.0000,
5735-90271,2015,FIRST,PE 2-MBB,MBB-WX,0,____,1,1.0000,
5735-90271,2015,FIRST,CE 132,C-2C,3,____,2,1.0000,
5735-90271,2015,FIRST,CE 121,AB2-1C,3,____,3,1.0000,
5735-90271,2015,FIRST,CE 133,CD-2C,3,____,4,1.0000,
5735-90271,2015,FIRST,CE 151,V,3,____,5,1.0000,
5735-90271,2015,FIRST,CE 141,S-2C,3,____,6,1.0000,
5735-90271,2015,FIRST,ENG 10,T-6R,3,____,7,1.0000,
7626-62786,2015,FIRST,MCB 198,AR,3,____,3,1.0000,
7626-62786,2015,FIRST,CHEM 160,C,3,____,5,1.0000,
7626-62786,2015,FIRST,ZOO 173,B-2L,3,____,6,1.0000,
7648-05787,2015,FIRST,ChE 193,WX-1L,3,____,1,1.0000,
7648-05787,2015,FIRST,FST 131,T-1L,3,____,2,1.0000,
7648-05787,2015,FIRST,ECON 10(SSP),B,3,____,3,1.0000,
0141-19762,2015,FIRST,ZOO 149,YZ,3,____,4,1.0000,
0141-19762,2015,FIRST,BOT 3,AB-4L,3,____,5,1.0000,
0141-19762,2015,FIRST,ZOO 117,UV-2L,3,____,0,0.0000,
7932-10885,2015,FIRST,HNF 125,U-1L,3,____,1,1.0000,
7932-10885,2015,FIRST,HNF 124,T-1L,3,____,2,1.0000,
7932-10885,2015,FIRST,HNF 42,B-3L,4,____,3,1.0000,
4800-49948,2015,FIRST,ABE 73,U-2C,3,____,2,1.0000,
4800-49948,2015,FIRST,ABE 114,V-1L,3,____,4,1.0000,
4800-49948,2015,FIRST,ABE 12,D-1C,3,____,6,1.0000,
4800-49948,2015,FIRST,ABE 199,G,1,____,7,1.0000,
7489-54617,2015,FIRST,DEVC 153,G,3,____,1,1.0000,
7489-54617,2015,FIRST,PI 10(SSP),H-6R,3,____,2,1.0000,
7489-54617,2015,FIRST,ENG 2(AH),U-6R,3,____,3,1.0000,
7489-54617,2015,FIRST,STS 1,Y1,3,____,4,1.0000,
7489-54617,2015,FIRST,DEVC 125,CD-1L,3,____,5,1.0000,
7489-54617,2015,FIRST,DEVC 135,C-1L,3,____,6,1.0000,
1222-91400,2015,FIRST,IE 199,EF,1,____,1,1.0000,
1222-91400,2015,FIRST,ENG 10,B-2R,3,____,2,1.0000,
1222-91400,2015,FIRST,ENSC 10b,2L,2,____,3,1.0000,
1222-91400,2015,FIRST,IE 151,ST-2L,3,____,4,1.0000,
1222-91400,2015,FIRST,IE 142,X,3,____,5,1.0000,
1222-91400,2015,FIRST,ENSC 13,G,3,____,6,1.0000,
8410-95483,2015,FIRST,CE 132,C-2C,3,____,1,1.0000,
8410-95483,2015,FIRST,CE 121,AB2-2C,3,____,2,1.0000,
8410-95483,2015,FIRST,CE 133,CD-1C,3,____,3,1.0000,
8410-95483,2015,FIRST,ENSC 14,G,3,____,4,1.0000,
8410-95483,2015,FIRST,PI 10(SSP),V-2R,3,____,5,1.0000,
8410-95483,2015,FIRST,CE 141,S-2C,3,____,6,1.0000,
8410-95483,2015,FIRST,ENG 10,T-4R,3,____,7,1.0000,
5443-84824,2015,FIRST,FST 115,C,3,____,2,1.0000,
5443-84824,2015,FIRST,FST 131,T-3L,3,____,3,1.0000,
5443-84824,2015,FIRST,FST 198,AR,3,____,4,1.0000,
5443-84824,2015,FIRST,FST 170,ST,3,____,5,1.0000,
6860-74319,2015,FIRST,ChE 193,WX-1L,3,____,1,1.0000,
6860-74319,2015,FIRST,ChE 200-3,AR(3),3,____,2,1.0000,
6860-74319,2015,FIRST,HUM 1(AH),E,3,____,3,1.0000,
6860-74319,2015,FIRST,FST 131,T-3L,3,____,4,1.0000,
6860-74319,2015,FIRST,HUM 3(AH),F,3,____,5,1.0000,
6860-74319,2015,FIRST,STAT 1,Z-4L,3,____,6,1.0000,
6860-74319,2015,FIRST,ChE 155,2L,2,____,7,1.0000,
3139-18474,2015,FIRST,PE 2-SJ,SJ-U,0,____,1,1.0000,
3139-18474,2015,FIRST,IE 164,C,3,____,2,1.0000,
3139-18474,2015,FIRST,MATH 38,T-2R,3,____,3,1.0000,
3139-18474,2015,FIRST,ENSC 11,Y,3,____,4,1.0000,
3139-18474,2015,FIRST,IE 143,E,3,____,5,1.0000,
3139-18474,2015,FIRST,PI 10(SSP),G1-3R,3,____,6,1.0000,
8118-93406,2015,FIRST,HUM 3(AH),C,3,____,1,1.0000,
8118-93406,2015,FIRST,STS 1,H,3,____,2,1.0000,
8118-93406,2015,FIRST,JAP 10,U,3,____,3,1.0000,
8118-93406,2015,FIRST,MATH 141,W,3,____,4,1.0000,
8118-93406,2015,FIRST,MATH 155,V,3,____,5,1.0000,
8118-93406,2015,FIRST,CMSC 11,T-3L,3,____,6,1.0000,
5595-02832,2015,FIRST,IE 199,E,1,____,1,1.0000,
5595-02832,2015,FIRST,IE 184,GH-3L,3,____,5,1.0000,
5595-02832,2015,FIRST,IE 152,X,3,____,6,1.0000,
5595-02832,2015,FIRST,IE 144,GH-3L,3,____,0,0.0000,
8598-19339,2015,FIRST,MATH 36,H-5R,5,____,1,1.0000,
7659-74145,2015,FIRST,ChE 193,WX-1L,3,____,1,1.0000,
7659-74145,2015,FIRST,ChE 200-3,AR(3),3,____,2,1.0000,
7659-74145,2015,FIRST,FST 131,T-3L,3,____,3,1.0000,
7659-74145,2015,FIRST,ECON 10(SSP),B,3,____,4,1.0000,
5010-59224,2015,FIRST,FST 122,B-1L,3,____,1,1.0000,
5010-59224,2015,FIRST,FST 167,T-2L,3,____,2,1.0000,
5010-59224,2015,FIRST,FST 141,AB-1L,3,____,4,1.0000,
5010-59224,2015,FIRST,FST 170,ST,3,____,6,1.0000,
5010-59224,2015,FIRST,HUM 3(AH),F,3,____,7,1.0000,
5010-59224,2015,FIRST,AGRI 199,Y4,1,____,0,0.0000,
5010-59224,2015,FIRST,PSY 1(SSP),X2-6R,3,____,0,0.0000,
3755-61086,2015,FIRST,JAP 10,T2,3,____,1,1.0000,
6133-75116,2015,FIRST,SFI 100,U-1L,3,____,1,1.0000,
6133-75116,2015,FIRST,FBS 31,AB-1L,3,____,2,1.0000,
6133-75116,2015,FIRST,FBS 101,B-4L,3,____,4,1.0000,
2587-06391,2015,FIRST,ChE 193,ST-1L,3,____,1,1.0000,
2587-06391,2015,FIRST,ChE 200-3,AR(3),3,____,2,1.0000,
2587-06391,2015,FIRST,CHEM 181,V,3,____,3,1.0000,
2587-06391,2015,FIRST,ECON 10(SSP),B,3,____,4,1.0000,
2587-06391,2015,FIRST,NASC 10(MST),G,3,____,6,1.0000,
3971-44695,2015,FIRST,VPHM 141,F-5L,4,____,2,1.0000,
3971-44695,2015,FIRST,CHEM 160,D,3,____,3,1.0000,
3971-44695,2015,FIRST,VPHY 143,A-3L,4,____,4,1.0000,
3971-44695,2015,FIRST,VPH 121,WX-3L,3,____,5,1.0000,
3971-44695,2015,FIRST,VMED 195,GH,3,____,6,1.0000,
8388-37705,2015,FIRST,FBS 161,AB-1L,3,____,1,1.0000,
8388-37705,2015,FIRST,FOR 195,AB-2L,3,____,2,1.0000,
8388-37705,2015,FIRST,FPPS 128,YZ-2L,3,____,4,1.0000,
6943-12707,2015,FIRST,ECON 175,T,3,____,3,1.0000,
6943-12707,2015,FIRST,ECON 199b,G1b,1,____,5,1.0000,
7110-26049,2015,FIRST,VPHY 143,A-5L,4,____,2,1.0000,
7110-26049,2015,FIRST,VMED 151,S,2,____,3,1.0000,
7110-26049,2015,FIRST,VPH 121,WX-4L,3,____,4,1.0000,
7110-26049,2015,FIRST,VETC 171,1L,2,____,5,1.0000,
7110-26049,2015,FIRST,VPTH 123,X-2L,3,____,6,1.0000,
7110-26049,2015,FIRST,VSUR 152,ST-1L,4,____,7,1.0000,
7110-26049,2015,FIRST,STAT 1,H-1L,3,____,8,1.0000,
0989-41796,2015,FIRST,VPHY 143,A-5L,4,____,1,1.0000,
0989-41796,2015,FIRST,VMED 151,S,2,____,2,1.0000,
0989-41796,2015,FIRST,VPH 121,WX-1L,3,____,3,1.0000,
0989-41796,2015,FIRST,VETC 171,1L,2,____,4,1.0000,
0989-41796,2015,FIRST,VSUR 152,ST-1L,4,____,5,1.0000,
0989-41796,2015,FIRST,STAT 162,G-5L,3,____,6,1.0000,
6705-07465,2015,FIRST,VPTH 121,CD-3L,4,____,1,1.0000,
6705-07465,2015,FIRST,VPAR 131,Y-3L,4,____,2,1.0000,
6705-07465,2015,FIRST,VPHY 143,A-5L,4,____,4,1.0000,
9256-22092,2015,FIRST,PE 2-WT,WT-UV,0,____,1,1.0000,
9256-22092,2015,FIRST,ABT 108,Y,3,____,4,1.0000,
9256-22092,2015,FIRST,ANSC 116,B-2L,3,____,5,1.0000,
8171-11881,2015,FIRST,ENG 106,T,3,____,1,1.0000,
1282-27909,2015,FIRST,IE 199,E,1,____,2,1.0000,
1282-27909,2015,FIRST,IE 184,GH-3L,3,____,5,1.0000,
1282-27909,2015,FIRST,IE 152,X,3,____,6,1.0000,
3045-46150,2015,FIRST,PE 2-BR,BR-S,0,____,1,1.0000,
3045-46150,2015,FIRST,ChE 153,T,3,____,2,1.0000,
3045-46150,2015,FIRST,ChE 145,F,3,____,3,1.0000,
3045-46150,2015,FIRST,ChE 154,E,3,____,4,1.0000,
3045-46150,2015,FIRST,ChE 155,1L,2,____,5,1.0000,
3045-46150,2015,FIRST,ChE 143,C,3,____,6,1.0000,
3045-46150,2015,FIRST,ENSC 10b,8L,2,____,7,1.0000,
3045-46150,2015,FIRST,MCB 1,U-5L,3,____,8,1.0000,
8115-14199,2015,FIRST,CE 135,CD-2C,3,____,1,1.0000,
8115-14199,2015,FIRST,CE 141,S-1C,3,____,2,1.0000,
8115-14199,2015,FIRST,ENG 10,B-5R,3,____,3,1.0000,
8115-14199,2015,FIRST,CE 133,AB-1C,3,____,5,1.0000,
8115-14199,2015,FIRST,CE 134,T-1C,3,____,6,1.0000,
8115-14199,2015,FIRST,CE 199,G,1,____,7,1.0000,
8115-14199,2015,FIRST,ABE 72,UV-2L,3,____,0,0.0000,
5852-82987,2015,FIRST,SFFG 125,U-1L,3,____,3,1.0000,
5852-82987,2015,FIRST,FRM 92,G-3L,3,____,4,1.0000,
5852-82987,2015,FIRST,PI 10(SSP),B-1R,3,____,6,1.0000,
5852-82987,2015,FIRST,FBS 45,U-3L,4,____,7,1.0000,
5852-82987,2015,FIRST,SFI 120,A-3L,3,____,0,0.0000,
6248-85467,2015,FIRST,VPHM 141,F-5L,4,____,2,1.0000,
6248-85467,2015,FIRST,VPHY 143,A-3L,4,____,3,1.0000,
6248-85467,2015,FIRST,VMED 195,GH,3,____,5,1.0000,
0856-99703,2015,FIRST,CMSC 131,C-2L,3,____,1,1.0000,
0856-99703,2015,FIRST,CMSC 57,T-1L,3,____,2,1.0000,
0856-99703,2015,FIRST,ENG 10,B-5R,3,____,3,1.0000,
0856-99703,2015,FIRST,CMSC 150,EF-3L,3,____,4,1.0000,
6959-12577,2015,FIRST,STAT 101,B-5L,3,____,2,1.0000,
6959-12577,2015,FIRST,DEVC 199,S1,1,____,4,1.0000,
6959-12577,2015,FIRST,STAT 166,EF-1L,3,____,5,1.0000,
7244-80585,2015,FIRST,FST 167,T-2L,3,____,3,1.0000,
7244-80585,2015,FIRST,DEVC 199,S1,1,____,4,1.0000,
2871-06867,2015,FIRST,AMAT 178,Z,3,____,1,1.0000,
2871-06867,2015,FIRST,AMAT 172,E,3,____,3,1.0000,
2871-06867,2015,FIRST,ECON 11,W-2R,3,____,4,1.0000,
0497-01985,2015,FIRST,HUM 1(AH),E,3,____,1,1.0000,
4247-56881,2015,FIRST,MATH 141,W,3,____,1,1.0000,
4247-56881,2015,FIRST,ENG 2(AH),G-2R,3,____,3,1.0000,
4247-56881,2015,FIRST,SOSC 3(SSP),F-5R,3,____,4,1.0000,
4247-56881,2015,FIRST,MATH 1(MST),Z,3,____,6,1.0000,
4247-56881,2015,FIRST,CMSC 21,ST-4L,3,____,0,0.0000,
4247-56881,2015,FIRST,CMSC 22,WX-1L,3,____,0,0.0000,
2703-80108,2015,FIRST,ENG 10,B-6R,3,____,3,1.0000,
2703-80108,2015,FIRST,MATH 26,W-2R,3,____,4,1.0000,
2703-80108,2015,FIRST,SOIL 1,C-4L,3,____,5,1.0000,
2703-80108,2015,FIRST,PI 10(SSP),H-1R,3,____,6,1.0000,
4012-56727,2015,FIRST,CMSC 137,B-1L,3,____,2,1.0000,
4012-56727,2015,FIRST,CMSC 142,C-3L,3,____,3,1.0000,
6269-26241,2015,FIRST,CE 135,CD-2C,3,____,2,1.0000,
6269-26241,2015,FIRST,CE 141,S-1C,3,____,3,1.0000,
6269-26241,2015,FIRST,ABE 72,UV-2L,3,____,6,1.0000,
6269-26241,2015,FIRST,CE 199,G,1,____,7,1.0000,
6575-61408,2015,FIRST,CMSC 150,EF-2L,3,____,1,1.0000,
0704-95602,2015,FIRST,DEVC 70,D-1L,3,____,1,1.0000,
0704-95602,2015,FIRST,DEVC 121,H,3,____,2,1.0000,
0704-95602,2015,FIRST,STS 10(MST),B,3,____,4,1.0000,
0704-95602,2015,FIRST,POSC 1(SSP),T-1R,3,____,5,1.0000,
0704-95602,2015,FIRST,EDUC 102,W,3,____,6,1.0000,
0704-95602,2015,FIRST,DEVC 80,Z,3,____,0,0.0000,
0294-76621,2015,FIRST,AGR 50,S,3,____,2,1.0000,
0294-76621,2015,FIRST,AGRI 199,Y4,1,____,3,1.0000,
0294-76621,2015,FIRST,STAT 162,G-8L,3,____,4,1.0000,
8599-14926,2015,FIRST,CHEM 120.1,3L,2,____,3,1.0000,
1835-90296,2015,FIRST,PE 2-FVB,FVB-B,0,____,1,1.0000,
1835-90296,2015,FIRST,CE 141,S-2C,3,____,2,1.0000,
1835-90296,2015,FIRST,CE 132,C-2C,3,____,3,1.0000,
1835-90296,2015,FIRST,CE 133,AB-2C,3,____,4,1.0000,
1835-90296,2015,FIRST,CE 199,G,1,____,5,1.0000,
0673-41606,2015,FIRST,SPCM 1(AH),W-4R,3,____,3,1.0000,
0673-41606,2015,FIRST,CRSC 1,Y-3L,3,____,4,1.0000,
0673-41606,2015,FIRST,ENG 2(AH),U-6R,3,____,5,1.0000,
0673-41606,2015,FIRST,STAT 1,ST-3L,3,____,6,1.0000,
0673-41606,2015,FIRST,BIO 30,S-10L,3,____,7,1.0000,
0673-41606,2015,FIRST,CRPT 2,G-6L,3,____,8,1.0000,
4549-81465,2015,FIRST,CE 135,CD-1C,3,____,1,1.0000,
4549-81465,2015,FIRST,CE 141,S-1C,3,____,2,1.0000,
4549-81465,2015,FIRST,CE 134,T-1C,3,____,5,1.0000,
4549-81465,2015,FIRST,NASC 1(MST),V-1R,3,____,6,1.0000,
0967-11215,2015,FIRST,PE 2-MSO,MSO-Y,0,____,2,1.0000,
0967-11215,2015,FIRST,ECON 11,U-7R,3,____,3,1.0000,
0967-11215,2015,FIRST,ENG 1(AH),D-2R,3,____,4,1.0000,
0967-11215,2015,FIRST,CHEM 15.0,T,3,____,5,1.0000,
0967-11215,2015,FIRST,CHEM 15.1,16L,2,____,6,1.0000,
0967-11215,2015,FIRST,FBS 21,A-1L,4,____,7,1.0000,
0967-11215,2015,FIRST,STAT 1,Z-8L,3,____,8,1.0000,
0967-11215,2015,FIRST,HIST 1(SSP),V2-1R,3,____,9,1.0000,
0534-02965,2015,FIRST,NASC 1(MST),V-1R,3,____,1,1.0000,
0534-02965,2015,FIRST,ABM 190,E,3,____,2,1.0000,
2087-35267,2015,FIRST,STAT 146,UV-3R,3,____,2,1.0000,
