stdno,allowedunits,currentunitsenlisted
5151-49730,19,15
0007-19757,16,15
7962-36189,20,11
5343-34711,18,18
7010-49961,20,18
8790-13647,18,12
5724-64043,18,9
0770-41718,19,6
6863-78264,18,15
6121-64641,18,18
2330-90283,19,0
6454-43193,19,5
5739-64787,18,6
7838-98894,18,18
9572-66793,18,18
5928-35643,18,3
8431-81829,21,20
3079-10867,21,12
9846-97682,18,6
1804-57007,21,15
9807-43675,21,21
3640-22208,18,18
9823-48561,21,3
0830-09616,21,6
6279-32740,21,9
7503-70519,18,6
8186-70173,21,12
2301-27743,18,9
2633-12200,18,6
3458-71385,21,3
5043-93971,21,22
7906-94425,18,9
7158-62177,21,20
0258-39498,21,19
5915-03147,18,13
0554-27101,21,22
9614-68715,18,18
9297-93934,18,18
4525-45037,18,6
5525-28084,18,12
7800-39801,21,3
6012-22674,18,19
4381-29623,21,3
4608-47437,21,17
8986-37258,19,13
2624-71199,19,0
3801-13465,18,0
5586-47456,21,11
7210-19354,21,0
2826-38013,21,15
4739-62087,19,0
8143-32641,21,17
5393-26754,17,0
9702-03900,15,3
2588-25096,15,0
3790-86732,18,0
6238-96561,18,0
4874-91680,19,3
6117-89356,21,21
8573-49468,19,0
4322-60533,21,15
5931-19340,19,18
8552-15492,18,2
7822-73906,19,12
5737-75439,20,19
0491-65255,20,16
3349-53703,20,13
4344-27492,21,3
2913-16568,21,21
1879-49501,18,18
8032-35328,17,18
1832-53626,19,15
2570-16988,21,20
0937-14216,20,18
9317-29531,18,18
3133-60677,20,7
6279-06692,20,16
9721-48558,18,18
9237-84318,16,12
7115-43166,18,6
1882-86921,21,7
5825-28700,16,15
3800-52376,19,6
8998-34352,21,3
8715-21841,21,20
7078-93035,17,15
9586-82468,20,18
1159-82975,20,13
7770-88922,17,15
3150-33083,17,18
5882-90608,12,11
4657-59000,21,20
6344-92122,19,15
3328-18305,18,6
1976-30067,21,6
9320-09448,16,10
4295-51148,21,18
5818-43210,18,12
0580-49894,21,7
7747-24145,17,0
5247-99562,17,12
8500-98393,19,4
1316-73969,18,18
1402-76202,18,7
6532-89599,18,6
6162-31434,21,18
8230-30607,21,21
0905-29758,19,4
7971-68893,21,7
5678-85722,21,12
3099-63815,16,6
5533-47550,21,18
0101-63247,20,13
6544-65993,17,18
0923-19997,18,15
8604-21446,20,18
4556-74297,21,7
6842-00295,21,18
8105-43261,16,13
6943-64721,21,10
5652-72210,18,15
2480-44213,21,21
3366-87245,21,21
7854-20332,21,12
6218-22338,19,18
4007-82797,20,13
7427-23691,21,21
9495-50563,19,10
7353-71019,20,16
2764-89068,18,3
4601-92822,20,13
6255-24856,21,21
5854-65625,19,6
5256-92491,19,14
7279-86013,21,15
7790-36858,18,1
9251-69060,12,11
6453-28937,21,14
1731-48843,19,3
0723-28609,17,6
5242-45251,21,17
3678-01257,21,21
7681-26496,18,18
4555-12634,21,6
6580-86455,20,17
3083-57425,18,18
5069-53421,18,12
3256-78162,19,6
8752-82086,18,8
1877-29884,20,10
1756-15989,21,10
3825-57395,21,15
8789-05879,20,13
0883-57114,19,6
0706-18243,19,19
1832-56693,21,0
7730-57123,18,12
1639-90000,19,20
9684-42711,16,13
9110-25283,19,0
5703-69879,18,12
3676-35357,16,17
0746-84379,19,12
1801-80831,18,3
7129-10684,19,15
9930-65518,19,3
9812-74758,19,9
6481-23349,21,20
4900-55959,21,21
1474-40913,18,18
8330-08903,21,3
8824-47873,16,16
4694-60736,18,10
6982-03197,21,18
4589-62946,19,9
3572-60596,19,9
4769-55482,18,18
2355-02241,18,1
0690-29953,19,9
8230-54761,19,9
4990-72245,16,3
9092-35442,19,12
1582-50706,21,9
9797-67205,21,6
4137-34111,20,9
5942-67737,20,18
5144-28882,18,9
1196-46482,19,19
4466-18037,19,13
1844-61236,20,10
3852-83598,20,13
1612-83928,18,12
1321-51266,18,19
9715-36255,20,18
8838-86884,18,18
5735-90271,21,18
7626-62786,19,9
7648-05787,20,9
0141-19762,19,9
7932-10885,19,10
4800-49948,19,10
7489-54617,18,18
1222-91400,16,15
8410-95483,21,21
5443-84824,18,12
6860-74319,20,20
3139-18474,24,15
8118-93406,18,18
5595-02832,16,10
8598-19339,18,5
7659-74145,20,12
5010-59224,20,19
3755-61086,17,3
6133-75116,21,9
2587-06391,20,15
3971-44695,21,17
8388-37705,18,9
6943-12707,16,4
3136-92550,19,0
7110-26049,21,21
0989-41796,21,18
6705-07465,21,12
9256-22092,19,6
8171-11881,18,3
1282-27909,16,7
3045-46150,19,19
8115-14199,20,19
5852-82987,18,16
6248-85467,21,11
0856-99703,18,12
6959-12577,18,7
7244-80585,19,4
2871-06867,18,9
0497-01985,19,3
4247-56881,18,18
2703-80108,18,12
4012-56727,17,6
6269-26241,20,10
6575-61408,17,3
0704-95602,18,18
0294-76621,21,7
8599-14926,16,2
1835-90296,20,10
0673-41606,18,18
4549-81465,20,12
0967-11215,21,21
8726-07401,15,0
6125-67395,18,0
6285-83748,18,0
0534-02965,15,6
2087-35267,18,6
8534-12659,18,18
1149-96270,16,9
1225-27066,16,15
5447-42179,20,6
7379-57852,21,21
9055-37955,19,14
6874-48163,19,6
2645-09319,21,7
5190-11252,19,10
4814-73383,17,0
5527-84914,18,16
2910-30299,19,12
7842-16496,21,17
8594-46101,17,9
4282-24828,20,16
2829-84907,20,19
0839-53273,21,10
0870-21234,20,13
9916-44798,19,6
7308-38805,18,15
7415-73589,18,9
6302-26682,20,14
1294-29548,15,6
4404-10101,20,16
1970-48248,19,8
4955-11240,18,4
5387-51245,18,6
8226-87432,21,6
4539-53838,18,9
5422-32329,21,22
3811-61194,21,19
9516-87416,19,9
4793-90819,21,22
4196-61292,19,3
5614-76964,20,19
5977-15370,21,15
7298-63195,19,13
1453-62481,19,19
1383-26839,16,3
8675-09598,18,12
7032-70503,21,22
5835-39988,20,6
2806-44512,19,13
4510-43352,20,9
8365-48346,19,19
0170-46221,19,7
9267-22808,21,18
6570-00479,21,21
8306-27820,21,18
8824-84344,19,10
9567-49750,23,19
2046-92373,20,6
5981-38085,21,21
4394-59010,20,12
2958-48079,16,13
6446-13132,19,6
6759-32458,20,15
8022-09758,18,13
5179-84157,18,9
9558-47666,20,15
2911-40675,16,6
8808-27530,21,20
7917-22535,21,10
8301-77424,18,13
9410-31990,18,3
8870-15336,18,13
6828-34833,24,17
1890-69458,21,20
1078-96364,20,11
6291-10615,19,4
8965-29072,18,13
1047-99236,21,21
0538-21329,18,12
4503-10997,18,6
0876-75625,18,6
1720-23713,19,0
1953-76632,18,1
5183-46999,20,9
0865-26807,17,18
9656-40136,20,19
7625-71625,18,16
0497-46458,19,6
7364-57984,21,21
9942-30450,16,0
9911-78763,16,4
2938-28090,19,3
6286-96473,18,3
7349-92402,18,0
1788-95521,18,10
4148-83737,16,6
1977-69596,17,3
0374-92294,19,3
9330-82621,18,9
4596-69036,19,0
0729-54753,18,18
8596-71276,19,20
0065-82369,17,6
1414-96585,16,0
4382-95939,18,0
3557-89256,23,14
5035-74926,17,15
4165-48440,21,7
9494-63074,20,6
8368-18233,19,13
4617-74677,19,1
0692-21927,18,0
0559-67852,16,10
6654-06780,18,18
0196-94931,20,19
5610-98554,19,6
8173-21715,18,18
0880-04088,19,18
6613-32737,16,16
8704-57100,19,13
5458-98264,19,20
0430-83054,21,14
9508-92606,19,13
5173-91279,20,18
4382-08219,19,12
6382-13084,21,13
6166-26363,18,16
6357-89823,17,9
4870-37186,18,7
2615-26697,20,16
8267-18264,18,12
0256-55039,19,9
4889-45333,20,13
7793-95516,18,15
1019-46940,18,18
5419-13926,19,10
9759-16852,20,13
5711-37077,18,0
3268-44405,18,9
7485-88778,21,19
8655-85778,19,6
9911-06671,21,19
0323-06588,18,3
9018-49636,20,16
8471-87593,19,12
7870-46975,21,22
8496-46335,18,0
3085-45200,20,18
7345-07326,19,12
4070-82521,20,13
9371-22844,18,6
7400-86164,18,0
9183-73547,19,10
8708-58555,18,15
1483-07624,18,0
1514-16308,20,7
5132-43308,18,3
9459-82299,15,9
0472-10250,21,18
0557-93273,20,6
0595-66584,18,15
9423-76843,20,10
9283-00220,19,12
3713-72430,17,12
8986-25250,21,6
4708-10627,21,21
4980-20911,20,11
7380-68522,21,6
1228-91780,20,10
3071-67291,18,9
8154-39393,19,19
9609-78061,16,0
8499-71073,19,1
4675-90596,21,21
9290-15675,18,19
8439-91829,18,17
7277-98010,18,0
6419-38776,20,11
5467-75035,21,17
4764-59469,18,1
8196-29531,18,12
6627-50370,17,6
0303-64480,21,13
9070-23376,20,13
4632-98269,20,12
4734-91374,20,16
2267-83763,18,0
4735-09409,18,12
4642-46136,21,10
0820-15072,17,0
0494-07166,21,14
8591-65107,18,7
9020-73119,18,9
8084-76030,20,9
8913-99127,19,12
3018-30575,19,6
5388-63629,19,10
6440-83580,19,6
3664-34350,19,9
6919-61192,19,10
0539-89417,18,9
4586-37005,19,14
2224-32368,18,6
8124-40086,18,9
0864-75016,20,14
8008-60626,18,0
3973-61604,21,12
4597-16204,18,9
6092-12666,24,16
6868-38700,18,3
2480-95109,18,3
8395-44953,18,16
4801-65745,19,3
1711-32002,18,18
5779-09377,18,9
9461-24677,18,12
8775-97508,19,3
1355-30436,19,9
8351-60171,12,12
5017-46949,19,16
0367-18073,19,3
9557-32930,21,9
0891-76655,19,10
1215-01859,18,18
3677-98860,21,16
2563-51665,12,11
5793-54457,19,3
4755-59377,17,18
9125-84650,20,14
3797-25287,19,3
0990-66551,20,9
2626-66476,20,3
5581-81840,20,19
2832-43681,18,0
3286-78190,12,7
9789-05844,19,17
0887-45708,18,18
3855-29711,21,15
1737-65149,19,10
2597-46621,19,1
8895-41837,18,6
3048-86905,24,6
3073-87104,18,10
1651-97417,19,17
3546-74264,20,16
6771-42446,21,6
9765-46801,21,12
6541-53591,21,12
1358-76365,19,4
1291-11457,18,6
8304-41720,19,20
1080-82701,16,16
7477-20305,18,19
7504-52818,20,19
4566-75736,20,15
5016-69737,19,3
0033-79548,16,10
0376-63494,18,18
6146-94974,19,12
4511-16850,20,16
0116-99148,21,21
9392-56794,16,7
6771-07937,18,19
4777-48196,19,6
9161-29637,20,12
8476-09988,21,12
1086-57771,20,18
3537-56218,18,0
6442-85442,21,21
3214-78603,17,11
6813-77395,20,16
7935-63039,19,13
4332-49043,20,18
0442-56117,20,9
7242-75179,18,18
4543-34780,12,6
8948-58238,21,21
0064-33721,20,14
4309-73613,20,11
1803-18447,16,17
3162-18271,18,3
8682-23263,20,14
3997-55289,18,6
5035-21417,16,18
1115-93607,21,15
9602-34319,18,18
4024-42879,12,9
0350-35184,21,17
3062-06758,21,21
5247-13506,18,15
8013-64611,20,17
7909-97453,21,21
4890-66175,20,5
3965-78532,20,9
9944-44402,20,18
0277-01514,18,18
4285-33116,16,16
8494-68893,19,12
0534-02191,19,9
6968-11956,18,3
0166-16642,16,3
0997-58732,19,12
9016-03277,20,17
0791-02673,21,6
5612-70304,20,9
5254-66266,19,18
0605-61461,16,0
7163-32801,21,22
4210-24769,17,6
4213-41519,18,12
9437-92820,19,13
7654-35068,16,15
4018-71964,18,7
2047-05334,18,3
2077-26941,20,18
2067-14163,21,16
7266-42376,19,12
6206-78710,17,9
6388-90334,18,18
8659-95467,19,10
5448-69976,17,9
8840-42676,12,3
6492-57760,21,21
8427-72794,17,3
8384-31391,19,20
6554-56152,18,18
4873-41660,20,18
3890-05395,17,6
1519-97723,19,6
8938-85197,21,7
6601-01799,19,18
4738-29314,18,0
4303-67997,21,16
1435-02135,20,20
7716-60690,18,3
6353-11724,20,16
7911-68041,19,14
8549-17133,19,14
3153-83023,16,16
8239-90409,19,9
5021-28112,18,15
3077-38644,21,14
0057-71435,18,18
4175-59240,20,9
5241-55969,20,18
4604-40941,18,9
9201-07246,16,9
3940-53293,18,6
1764-24270,20,13
6953-40870,21,3
7821-82097,19,6
6565-18496,19,20
7745-05887,21,21
6973-78410,18,6
6856-09765,18,18
7283-34317,18,12
2270-99906,20,9
3397-72892,18,12
5273-52807,19,15
5419-36649,18,19
7232-63280,18,9
6595-19730,19,6
6229-52418,21,6
6769-35104,20,3
5765-46737,21,3
0366-95913,19,20
4204-80006,18,9
7160-88964,18,15
5775-42250,21,9
0356-79214,19,1
5126-52669,16,0
2209-68175,21,21
5333-07820,19,0
7316-55809,20,11
6830-46938,18,9
4630-41456,20,18
5639-90703,21,14
6298-86960,18,12
1014-07530,19,16
9187-92695,21,15
1273-61221,19,4
4980-99875,20,19
6145-14592,19,20
2283-74056,20,10
7673-93359,20,19
3266-03607,18,3
2289-03556,20,12
0887-84954,19,7
3851-18283,20,8
5544-05964,19,6
8173-51695,19,10
7509-34441,20,0
9617-78176,21,15
6212-86141,20,13
6382-72013,16,15
6533-85034,18,3
7471-87005,20,17
1391-01418,21,14
0337-28803,20,16
8610-92136,20,9
0945-22904,20,12
9313-40508,20,14
9395-52249,19,6
5684-73175,20,9
6736-71406,20,3
0761-79247,18,18
2696-97854,17,9
3010-18149,18,9
1802-48094,19,0
5922-02058,16,15
1436-34669,19,0
8859-34494,12,7
5422-19211,21,18
2325-25122,19,7
9250-37524,19,20
2610-98919,21,12
7817-73976,19,9
2201-80805,19,0
1158-54561,16,16
9869-08781,16,1
6557-65660,19,14
6759-96211,16,0
1562-45752,20,7
6956-99667,19,6
4539-45077,19,1
4404-06498,19,6
0734-09643,15,3
8056-58045,18,10
4861-13069,18,9
3856-84883,20,6
8815-25587,17,9
9609-41590,21,3
2814-48299,19,19
1996-19726,21,9
2866-09135,20,13
0223-70753,19,11
6725-70385,19,1
8787-26545,19,17
7099-17396,19,3
1996-98370,18,7
7887-82433,21,0
1410-89378,20,11
9289-75995,20,6
9457-68073,21,19
9107-04337,21,19
8369-35140,18,6
3352-19392,21,15
5613-08598,18,12
6495-47835,18,3
6618-64725,19,3
7082-41409,18,18
7330-04825,16,0
3539-19362,18,12
1888-79252,20,13
8137-98011,18,13
5653-12507,21,21
2106-36615,21,12
5202-15191,19,7
2018-53398,20,18
0404-24452,18,9
0984-47969,20,3
8759-44519,20,19
2256-50593,19,9
2857-67768,19,18
5070-82848,20,18
1744-11635,20,13
7970-81166,19,1
3625-93919,21,19
9353-25438,19,9
4809-43670,19,20
7555-09424,19,9
5456-81961,18,6
4851-62615,19,15
3294-50640,21,18
2323-66749,20,6
7220-63086,19,12
4352-79971,15,0
4773-05819,20,6
1414-55469,20,10
9813-55851,16,10
3712-31843,18,12
6617-11152,21,12
5162-13028,17,6
4653-62049,20,19
3737-52409,21,3
5189-64911,20,10
8117-66622,18,18
1890-22913,18,4
1751-57428,18,9
9184-06459,18,13
0436-68139,21,8
5096-11384,20,8
6582-81851,21,16
9202-18055,18,8
4474-53701,18,3
5473-32167,18,0
1379-13655,21,9
1835-65021,21,21
3845-08360,20,3
7671-68775,16,10
9870-68746,16,0
0733-22523,18,12
9249-10884,21,22
6245-10701,24,25
4934-76235,16,7
7520-61749,18,10
0967-66970,21,20
6514-61080,19,1
8725-34923,21,16
6478-15694,18,3
4724-30675,21,12
8207-08301,19,15
5540-55757,19,4
5829-25405,20,16
9423-63999,20,2
5247-51669,19,12
2073-67755,19,4
8537-01435,16,13
9163-45075,18,7
0858-87515,18,7
8797-25162,16,6
8310-17931,19,18
8582-64758,19,17
9723-12409,19,7
3147-48246,17,18
3997-10857,19,20
6325-67515,21,16
3222-96348,20,18
4654-76713,20,10
4837-26324,20,7
9774-22100,19,13
5260-94502,18,7
3422-87431,20,3
6090-80773,18,18
5532-18371,18,18
2084-17938,18,3
3124-11208,21,6
8177-10845,21,7
2798-80921,18,13
3426-91275,18,7
4755-11105,17,9
1296-15069,19,6
7917-00851,20,18
4393-72908,16,1
4186-08674,21,18
7327-64645,20,9
1144-12550,21,14
2240-49768,21,12
6537-49044,16,7
2211-29621,19,16
9259-12350,20,15
9301-53562,19,13
1407-39585,18,6
3747-39953,15,6
9837-04902,16,3
4058-07514,18,17
0930-31072,18,0
4386-09293,18,0
4064-52592,19,1
9224-78265,21,18
3038-54028,18,3
0515-46186,18,12
8988-31180,21,18
2115-68380,12,6
5335-21715,19,12
7683-75541,12,3
8662-63181,21,18
4491-23653,20,12
3290-69354,20,13
9435-76602,19,0
7392-06173,21,21
5242-84092,21,0
0828-11295,12,3
7192-04869,19,6
6231-29289,18,12
3557-28289,21,3
6425-84190,12,3
7987-18586,20,12
1831-91894,19,0
4148-99351,19,17
0671-10866,21,17
1447-87780,18,10
0144-78686,19,20
8422-75126,18,17
6147-31587,18,11
5632-92245,21,6
2760-09812,19,6
1944-80035,18,16
1616-63467,20,15
8565-18877,19,3
9269-15469,18,0
4099-00806,18,4
3195-33476,18,18
7570-13156,21,9
4488-26157,21,15
1383-11266,18,0
6882-99366,20,11
2281-64004,20,18
8482-90270,18,6
6464-76510,21,21
6194-26346,19,0
3822-92012,18,18
0622-98951,19,16
6340-24686,21,18
9710-88480,19,0
8163-87327,18,15
3764-47995,18,15
7207-75365,18,18
9177-29114,18,3
3794-85181,16,13
7180-40579,18,8
3847-24698,18,3
2370-03981,19,9
9920-81408,20,19
5425-88619,21,21
5282-32462,16,0
2556-48815,21,10
0786-03085,16,3
0319-52550,19,12
6513-54274,18,6
3756-83891,19,9
7990-47729,20,13
8077-47289,20,17
7686-65048,19,9
0798-82353,20,10
8072-88159,21,12
5470-40125,19,3
5342-89997,20,17
3835-50615,19,13
6913-23876,20,3
9275-06089,20,19
1366-48890,19,19
0048-72019,20,6
2020-01431,19,9
3799-86210,19,20
0670-29796,20,0
9943-58165,21,13
3611-60219,21,16
0068-49093,20,13
9316-89166,20,15
7872-40258,19,13
0213-43896,21,12
9085-20548,21,21
9260-82985,20,16
1000-05121,16,3
6713-71866,19,1
6682-59195,21,20
5256-52533,19,6
3990-72746,21,22
0221-31917,18,0
8303-40801,20,12
8002-59121,16,0
1080-99761,16,6
7197-82242,19,18
7365-10452,18,0
4108-27548,21,15
5230-42846,19,6
4871-96712,18,9
6905-41154,21,3
9974-24513,18,18
6551-78755,21,6
4338-34257,21,6
4457-62449,21,10
2038-64020,19,6
7615-80490,20,12
8669-21560,19,19
7970-63182,17,3
6875-50433,20,12
6273-34878,21,9
0273-21080,19,9
2024-42437,18,6
1676-47778,16,16
3364-64141,21,15
2897-35137,18,15
8515-03804,19,10
6851-80326,21,14
4560-54231,20,10
7369-65874,20,12
8180-69976,20,12
5380-04810,18,18
4806-97655,21,12
9886-16978,19,20
3387-10739,18,3
2024-06175,19,10
1043-72467,16,3
6390-40091,18,12
2251-54635,18,15
5854-63172,20,11
9210-82180,20,16
0236-39568,19,8
3973-07424,19,12
3200-38429,18,6
7910-99434,18,3
4361-06533,20,14
6267-96381,19,12
4763-34247,19,1
9960-44985,16,0
6297-48899,21,6
0854-92522,21,0
1349-44872,16,0
7263-35793,18,17
1811-94525,21,6
4243-41260,18,15
4354-84642,21,9
9618-62585,16,0
4375-43088,18,9
2799-55774,16,6
3266-59418,12,6
9691-73415,21,20
7760-35539,19,3
8970-98663,18,12
8349-90286,21,18
2620-43929,21,20
2710-97257,19,0
0290-13143,19,7
0938-65957,21,18
8397-22223,21,12
8906-52538,19,16
6037-24292,18,15
3306-92182,18,9
4486-73145,18,6
1764-32847,19,9
5452-70228,20,18
5871-23791,19,15
1293-20473,19,7
2299-80450,20,12
6478-80210,19,19
1008-85608,19,9
2902-86007,18,18
1833-98486,18,17
4043-75667,19,0
3318-17949,19,15
7072-99317,20,14
0065-99563,17,18
6111-54879,18,1
7039-10174,18,15
8561-59454,16,13
2160-08096,20,10
0047-55116,21,0
3924-04920,19,11
5231-86131,18,11
4040-52863,17,18
5715-23208,20,3
3389-68436,21,12
5142-15564,18,3
2389-70887,21,21
0211-25033,17,14
4467-82215,19,9
6260-39123,20,18
4462-40857,21,4
1412-50920,19,1
5062-42410,20,12
6381-78837,21,13
4678-52704,20,19
0171-16359,18,18
8014-31803,20,17
1229-89082,20,10
5719-43690,21,15
1551-61258,20,3
1490-75212,18,6
0079-35861,16,3
3253-64634,20,6
0354-64797,20,8
9219-87251,20,6
6719-75084,19,13
6065-35665,19,8
1817-53690,24,20
3426-96027,21,14
9789-97350,19,15
1183-91105,18,12
2177-72916,21,14
4896-14103,18,10
5883-76836,16,3
6645-79906,20,9
0712-01000,20,9
1750-11105,15,3
4193-42746,16,15
0782-62008,21,12
2577-97858,18,9
3415-27423,19,3
0239-99271,20,9
2828-57907,18,18
9355-28599,18,18
6276-60994,21,17
6282-17507,18,7
8972-33032,18,10
2641-61497,18,13
2488-38405,19,13
5387-93708,19,15
3064-62741,18,12
7196-72115,20,20
4874-29984,19,0
2009-23081,18,5
5013-79544,19,10
1851-45222,16,10
6328-42036,16,14
3001-49670,18,3
3351-79105,18,9
5405-17493,18,0
1588-56084,19,11
4517-95957,19,9
0843-94151,18,18
9132-65844,20,11
4555-52918,18,3
7295-83952,21,7
5555-60665,16,6
0903-34102,20,20
5118-37400,18,15
6985-38626,19,10
4712-97520,20,6
4096-05155,12,8
5137-26120,18,0
7646-02308,20,10
3883-59345,18,18
0346-93973,20,17
8664-39598,18,3
4259-77371,18,13
1345-46336,18,0
3536-93065,20,9
2630-13215,19,1
3019-10830,18,12
1984-71332,18,18
6899-39616,17,15
4762-43186,21,9
0540-35455,18,0
5784-26224,20,9
2639-01588,12,3
5512-76299,19,13
7222-22109,19,0
4989-01603,20,9
4858-17448,16,3
8332-34042,18,3
5286-57834,12,6
5979-67606,21,8
3600-54502,21,15
8672-10761,18,15
1115-59950,18,0
6318-46365,18,18
0898-78356,18,12
2129-75445,18,0
0712-22904,20,9
6597-28296,21,18
3593-19828,21,3
2839-47671,18,3
5546-51982,19,0
2414-13979,18,3
9096-58436,21,20
5118-98547,21,6
9381-76348,18,6
5347-01048,18,9
0063-88708,18,18
6843-68434,16,3
7536-08546,18,0
1244-83665,19,12
7811-02803,18,12
6237-80441,24,23
5969-03713,18,15
9439-78235,18,0
5746-62546,20,12
6193-47896,21,21
9540-71857,19,8
2717-01067,21,3
0528-25602,21,12
1721-90951,19,12
6553-24724,18,14
9156-05296,19,3
5210-91484,21,11
8267-19616,24,23
0111-89532,19,15
4955-32214,18,9
6660-19684,21,12
4104-34649,15,0
8092-74766,21,22
2428-15175,18,6
0167-13294,18,12
5674-12138,18,0
2771-28392,21,6
8406-37152,16,10
7515-37574,19,8
7967-28782,21,3
4038-50604,20,15
4468-52877,18,18
6926-08538,18,10
5398-08353,21,18
7354-21537,21,12
1397-17478,21,20
5243-69127,20,14
8424-23724,21,13
0598-32497,21,17
4716-56869,21,19
4068-25142,21,18
5266-45173,18,15
9987-38222,21,6
1967-83326,21,22
0309-15496,21,13
3978-59917,21,18
1292-74014,21,22
7356-98099,21,15
4858-22061,21,6
2591-20933,16,7
7262-90469,21,19
8302-22143,18,9
9032-99622,21,3
4203-24212,18,9
2958-08049,21,20
2094-83978,18,16
2642-37744,18,9
3745-99232,21,21
3232-69460,21,20
2961-50207,18,9
0693-36412,21,21
9400-39355,21,12
0590-52735,21,12
2862-48581,16,10
1803-01042,21,15
8924-59161,21,9
5542-31265,21,19
9197-69064,21,15
3334-16485,21,0
2104-31111,21,0
7997-43539,21,12
4936-06535,21,21
2112-48468,21,16
8511-81929,18,9
7969-59547,18,15
1217-78445,18,15
4174-47819,18,9
9515-66276,18,9
9373-97423,18,18
1857-27799,18,3
2612-31597,18,3
1818-61858,18,18
2667-86551,18,18
8161-25897,18,15
9310-08688,19,4
5806-42108,18,1
1224-82552,18,18
3246-66631,21,9
8292-85656,21,15
6022-26317,21,12
0452-81767,19,3
9364-23105,21,10
9407-91502,21,15
8159-74124,21,17
7807-98062,17,3
3093-86325,17,1
1358-41779,18,17
1474-33110,21,18
7133-76482,18,11
6556-78072,19,6
1089-26214,21,20
6197-21566,19,10
1131-08026,20,12
1713-18979,15,0
0006-22537,18,3
8250-01932,19,0
9140-09032,16,6
6284-91043,18,8
0316-55319,15,12
6642-16078,21,0
9963-70738,21,13
9335-67760,21,6
2399-42792,21,9
4350-66099,21,21
8194-18338,19,14
2222-92121,18,9
5657-31224,21,16
4989-20149,21,16
5252-93010,21,15
4346-73245,21,13
6859-59130,18,15
9231-36172,20,16
8553-60039,19,12
1530-18884,19,17
8225-20873,19,13
5979-78355,18,18
3118-94032,21,18
7731-97379,19,16
4991-70457,20,9
1789-92562,21,11
7306-65787,15,3
1292-69367,18,15
9570-15701,18,18
9355-68633,19,20
8608-93402,18,15
5710-15656,19,19
3347-05011,19,13
1142-47146,17,18
9895-45755,19,19
1273-72148,18,16
5912-09922,19,20
4569-23893,23,9
2645-71376,18,18
9031-40375,19,16
7571-40059,20,15
6612-53579,19,15
3805-29375,19,18
9168-43819,21,15
6596-41666,18,12
5323-57927,23,24
8594-00350,18,18
8730-48085,21,18
2444-07238,19,19
8928-82157,19,13
1320-86346,20,12
5273-79951,17,18
5246-17264,17,18
9759-64959,19,18
4174-78771,19,6
7682-74491,21,9
2703-71893,21,21
5168-31773,19,18
4563-51588,18,18
1988-58189,18,12
5753-99808,18,18
7808-74978,20,20
1330-68048,18,18
8074-56093,18,12
9900-66648,21,21
9748-62330,18,6
3063-71148,18,7
9805-85956,18,9
1398-01987,18,9
3200-04693,21,21
4211-81966,19,8
6116-84989,15,6
8011-94662,21,18
6154-57729,20,15
0277-81748,23,19
2316-99578,18,18
4209-29435,21,22
8855-99311,21,15
1758-42106,19,19
5210-91933,21,18
2371-88360,19,19
9721-52826,18,13
9530-18852,21,21
6829-71921,18,15
8135-82308,18,9
1541-78007,23,15
5338-55088,20,19
6083-19488,18,18
9065-83274,17,15
5335-79172,18,13
7023-92896,21,21
4624-35107,19,20
6130-26390,18,9
6421-66250,21,21
3740-68859,20,14
3092-97223,21,3
4676-18534,19,10
0984-97724,18,9
1458-28639,18,12
5129-20071,21,12
7920-98366,18,18
7997-39319,18,18
9056-61598,18,15
7524-25046,19,20
8537-35707,17,18
0657-89055,18,18
4536-50056,19,19
9431-44609,19,6
8272-18696,19,18
7910-59596,19,20
3993-90177,18,15
7509-30951,17,12
8568-60376,19,20
3910-16714,18,18
7542-27863,21,13
8229-66894,19,16
0326-67911,21,14
0381-82442,21,19
9820-92064,18,18
4650-83480,21,16
6247-85207,18,12
3995-80517,18,17
2371-05950,19,11
3382-79170,20,17
9814-50174,19,13
4670-26363,19,20
0907-06427,18,10
9530-69898,21,19
3037-97427,19,18
0251-72978,17,18
9061-30857,15,3
9138-82096,21,21
7028-31297,17,16
6152-90940,17,18
5725-67468,21,19
4000-89972,18,12
3789-60337,19,19
2019-94337,18,18
3345-73520,18,18
0063-37578,18,16
7936-39980,21,19
2575-13960,21,21
6580-45692,18,16
8307-46565,18,15
3353-01013,20,15
5258-01886,18,18
5170-16526,21,18
3466-69816,17,17
7153-67661,18,12
9631-97570,19,16
3455-98478,19,19
6718-61655,18,18
9191-55648,19,19
9653-97948,18,18
6996-87989,18,12
0557-74219,18,9
6883-69405,18,15
1857-70916,18,13
9693-89670,19,18
3554-04990,19,15
3329-82106,18,7
1411-67604,19,19
9060-64024,18,15
5032-63069,20,19
8368-31619,19,19
9640-25547,18,18
9511-68909,19,18
1010-45520,20,20
1010-44462,18,15
4957-58863,17,18
6041-09009,21,15
4252-42973,19,19
8222-64679,18,13
3837-14740,19,19
9946-28030,19,20
6170-54329,18,15
3230-24475,18,12
4594-20637,17,9
5750-59090,20,17
4610-69606,19,20
9788-61729,18,18
6246-16162,19,19
2645-78538,18,19
0094-64207,19,7
3237-64693,19,12
8719-98157,17,18
1484-10329,19,16
8169-57202,17,15
7150-29761,18,16
2775-96138,21,14
7910-29112,18,18
1696-05489,18,12
2811-98111,18,18
4864-13078,19,18
0863-81803,18,18
0151-64944,18,12
8333-06589,18,18
6231-87979,18,12
0459-58898,18,15
