stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2012-63761,2015,FIRST,NSTP 1,HE-EF2,0,,2,1.0000,
2012-63761,2015,FIRST,EE 1,YZ-3L,3,,3,1.0000,
2012-63761,2015,FIRST,ENSC 10b,2L,2,,4,1.0000,
2012-63761,2015,FIRST,SOSC 3(SSP),F-6R,3,,5,1.0000,
2012-63761,2015,FIRST,ENG 2(AH),G-2R,3,,6,1.0000,
2012-63761,2015,FIRST,HIST 2(SSP),T-3R,3,,7,1.0000,
2012-63761,2015,FIRST,ENSC 11,W,3,,8,1.0000,
2014-98729,2015,FIRST,PE 1,ST1,0,,1,1.0000,
2014-98729,2015,FIRST,NSTP 1,FR-EF,0,,2,1.0000,
2014-98729,2015,FIRST,DEVC 20,EF-3R,3,,3,1.0000,
2014-98729,2015,FIRST,DEVC 30,X-3R,3,,4,1.0000,
2014-98729,2015,FIRST,DEVC 40,WX-5R,3,,5,1.0000,
2014-98729,2015,FIRST,DEVC 50,F-3R,3,,6,1.0000,
2014-98729,2015,FIRST,HUME 10(SSP),U-1R,3,,7,1.0000,
2014-98729,2015,FIRST,ECON 11,W-4R,3,,8,1.0000,
2008-09804,2015,FIRST,PE 1,ST2,0,,1,1.0000,
2008-09804,2015,FIRST,NSTP 1,AS4,0,,2,1.0000,
2008-09804,2015,FIRST,CHEM 16.0,Z,3,,3,1.0000,
2008-09804,2015,FIRST,ENG 1(AH),D-1R,3,,4,1.0000,
2008-09804,2015,FIRST,HUM 2(AH),F-4R,3,,5,1.0000,
2008-09804,2015,FIRST,HUM 1(AH),V,3,,6,1.0000,
2007-58691,2015,FIRST,CE 132,C-2C,3,,2,1.0000,
2007-58691,2015,FIRST,CE 133,CD-2C,3,,3,1.0000,
2013-06918,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2013-06918,2015,FIRST,FBS 31,AB-4L,3,,2,1.0000,
2013-06918,2015,FIRST,SFI 100,U-2L,3,,3,1.0000,
2013-06918,2015,FIRST,PSY 1(SSP),X1-1R,3,,4,1.0000,
2013-06918,2015,FIRST,MATH 14,B-4R,3,,5,1.0000,
2013-06918,2015,FIRST,FBS 21,A-6L,4,,6,1.0000,
2013-06918,2015,FIRST,STAT 1,ST-4L,3,,7,1.0000,
2010-42562,2015,FIRST,EE 21,D-3L,4,,1,1.0000,
2010-42562,2015,FIRST,EE 41,T-2L,4,,2,1.0000,
2011-10738,2015,FIRST,ENSC 14,Y,3,,1,1.0000,
2011-10738,2015,FIRST,ENSC 11,V,3,,2,1.0000,
2011-10738,2015,FIRST,EE 1,GH-5L,3,,3,1.0000,
2011-10738,2015,FIRST,ENG 10,T-2R,3,,4,1.0000,
2012-05250,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-05250,2015,FIRST,MATH 181,V,3,,5,1.0000,
2012-05250,2015,FIRST,MATH 174,B-4L,3,,6,1.0000,
2012-05250,2015,FIRST,HUM 3(AH),W,3,,7,1.0000,
2012-05250,2015,FIRST,IT 1(MST),G-6L,3,,8,1.0000,
2012-05250,2015,FIRST,EE 170,D,3,,0,0.0000,
2012-05250,2015,FIRST,NASC 3(MST),EF-4R,3,,0,0.0000,
2012-17617,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2012-17617,2015,FIRST,BIO 150,U-3L,3,,3,1.0000,
2012-17617,2015,FIRST,CHEM 15.0,G,3,,4,1.0000,
2012-17617,2015,FIRST,CHEM 15.1,23L+,2,,5,1.0000,
2012-17617,2015,FIRST,NASC 3(MST),UV-4R,3,,6,1.0000,
2012-17617,2015,FIRST,SPCM 1(AH),B-5R,3,,7,1.0000,
2012-17617,2015,FIRST,ENG 1(AH),X2-2R,3,,8,1.0000,
2012-17617,2015,FIRST,MATH 14,S-2R,3,,9,1.0000,
2012-06721,2015,FIRST,STAT 135,W-3R,3,,2,1.0000,
2012-06721,2015,FIRST,STAT 144,CD-3R,3,,3,1.0000,
2012-06721,2015,FIRST,CMSC 22,WX-6L,3,,4,1.0000,
2012-06721,2015,FIRST,CMSC 21,ST-2L,3,,5,1.0000,
2012-06721,2015,FIRST,ENG 10,B-4R,3,,6,1.0000,
2012-06721,2015,FIRST,STAT 175,C-2L,3,,7,1.0000,
2011-45254,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2011-45254,2015,FIRST,FIL 20,Z,3,,2,1.0000,
2011-45254,2015,FIRST,PSY 1(SSP),X2-4R,3,,3,1.0000,
2011-45254,2015,FIRST,CHEM 160,S,3,,5,1.0000,
2011-45254,2015,FIRST,ENG 10,T-2R,3,,6,1.0000,
2011-45254,2015,FIRST,NASC 6(MST),D,3,,7,1.0000,
2011-16324,2015,FIRST,ECON 199a,Y1a,1,,2,1.0000,
2011-16324,2015,FIRST,HUM 3(AH),W,3,,4,1.0000,
2011-16324,2015,FIRST,ECON 130,T,3,,5,1.0000,
2011-16324,2015,FIRST,ECON 137,U-2L,3,,6,1.0000,
2011-16324,2015,FIRST,IT 1(MST),V-3L,3,,7,1.0000,
2011-25138,2015,FIRST,PI 10(SSP),G2-1R,3,,1,1.0000,
2011-25138,2015,FIRST,BOT 3,AB-7L,3,,2,1.0000,
2011-25138,2015,FIRST,MATH 26,S-4R,3,,3,1.0000,
2011-25138,2015,FIRST,PHYS 3,E-5L,3,,4,1.0000,
2011-25138,2015,FIRST,CHEM 160,D,3,,5,1.0000,
2011-25138,2015,FIRST,MCB 180,B-3L,3,,6,1.0000,
2011-25138,2015,FIRST,ENG 10,T-6R,3,,7,1.0000,
2011-00496,2015,FIRST,MATH 38,T-3R,3,,1,1.0000,
2011-00496,2015,FIRST,CMSC 21,UV-3L,3,,2,1.0000,
2010-42362,2015,FIRST,HUM 3(AH),W,3,,2,1.0000,
2010-42362,2015,FIRST,PSY 1(SSP),X1-6R,3,,3,1.0000,
2010-42362,2015,FIRST,ENG 2(AH),G-4R,3,,4,1.0000,
2010-42362,2015,FIRST,MATH 14,B-5R,3,,5,1.0000,
2010-42362,2015,FIRST,BIO 150,C-2L,3,,6,1.0000,
2012-16635,2015,FIRST,PE 1,YZ1,0,,1,1.0000,
2012-16635,2015,FIRST,NSTP 1,HE-EF1,0,,2,1.0000,
2012-16635,2015,FIRST,PHYS 1,F-2L,3,,3,1.0000,
2012-16635,2015,FIRST,CHEM 15.0,S,3,,4,1.0000,
2012-16635,2015,FIRST,IT 1(MST),G-3L,3,,5,1.0000,
2012-16635,2015,FIRST,STAT 1,V-8L,3,,7,1.0000,
2012-16635,2015,FIRST,HUM 3(AH),W,3,,8,1.0000,
2012-16635,2015,FIRST,HUME 10(SSP),U-2R,3,,0,0.0000,
2011-71973,2015,FIRST,FRCH 10,T,3,,3,1.0000,
2011-71973,2015,FIRST,ENG 10,B-3R,3,,4,1.0000,
2011-71973,2015,FIRST,STAT 166,EF-2L,3,,5,1.0000,
2012-44927,2015,FIRST,PE 1,ST2,0,,1,1.0000,
2012-44927,2015,FIRST,DEVC 70,V-3L,3,,2,1.0000,
2012-44927,2015,FIRST,DEVC 126,B-2L,3,,3,1.0000,
2012-44927,2015,FIRST,ENG 2(AH),G-5R,3,,4,1.0000,
2012-44927,2015,FIRST,STS 1,Y1,3,,5,1.0000,
2012-44927,2015,FIRST,POSC 10,T,3,,6,1.0000,
2012-44927,2015,FIRST,STAT 1,S-6L,3,,7,1.0000,
2014-38451,2015,FIRST,NSTP 1,EN2,0,,2,1.0000,
2014-38451,2015,FIRST,MATH 27,W-1R,3,,3,1.0000,
2014-38451,2015,FIRST,PHYS 3,X-5L,3,,4,1.0000,
2014-38451,2015,FIRST,STAT 1,S-4L,3,,5,1.0000,
2014-38451,2015,FIRST,ENSC 10b,2L,2,,6,1.0000,
2014-38451,2015,FIRST,NASC 3(MST),EF-3R,3,,7,1.0000,
2014-38451,2015,FIRST,CHEM 15.0,S,3,,8,1.0000,
2014-38451,2015,FIRST,CHEM 15.1,23L,2,,9,1.0000,
2012-68655,2015,FIRST,PI 10(SSP),Z1-5R,3,,1,1.0000,
2012-68655,2015,FIRST,BOT 132,T-2L,3,,2,1.0000,
2012-68655,2015,FIRST,MATH 14,B-5R,3,,3,1.0000,
2012-68655,2015,FIRST,CHEM 40.0,U,3,,4,1.0000,
2012-68655,2015,FIRST,CHEM 40.1,6L,1,,5,1.0000,
2012-68655,2015,FIRST,BIO 30,A-1L,3,,6,1.0000,
2012-68655,2015,FIRST,ENG 10,C-2R,3,,7,1.0000,
2012-33499,2015,FIRST,FPPS 11,ST1-2L,3,,1,1.0000,
2012-33499,2015,FIRST,ZOO 1,A-4L,3,,2,1.0000,
2012-33499,2015,FIRST,CHEM 15.0,G,3,,3,1.0000,
2012-33499,2015,FIRST,CHEM 15.1,28L+,2,,4,1.0000,
2012-33499,2015,FIRST,MATH 14,B-2R,3,,5,1.0000,
2012-33499,2015,FIRST,FBS 21,A-3L,4,,6,1.0000,
2012-33499,2015,FIRST,STAT 1,A-8L,3,,7,1.0000,
2012-40983,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2012-40983,2015,FIRST,PHYS 81,ABST-3L,5,,2,1.0000,
2012-40983,2015,FIRST,SPCM 1(AH),W-4R,3,,3,1.0000,
2012-40983,2015,FIRST,ZOO 1,A-5L,3,,4,1.0000,
2012-40983,2015,FIRST,HIST 1(SSP),D-4R,3,,5,1.0000,
2012-40983,2015,FIRST,ENG 2(AH),G-3R,3,,6,1.0000,
2008-37631,2015,FIRST,VPTH 121,CD-2L,4,,1,1.0000,
2008-37631,2015,FIRST,VMCB 121,E-4L,4,,2,1.0000,
2008-37631,2015,FIRST,VPAR 131,Y-3L,4,,3,1.0000,
2008-37631,2015,FIRST,VPHM 141,F-2L,4,,4,1.0000,
2008-37631,2015,FIRST,VPHY 143,A-4L,4,,5,1.0000,
2011-49194,2015,FIRST,SOSC 3(SSP),Y-2R,3,,1,1.0000,
2011-49194,2015,FIRST,MATH 14,B-4R,3,,2,1.0000,
2011-49194,2015,FIRST,FBS 21,A-2L,4,,3,1.0000,
2011-49194,2015,FIRST,PSY 1(SSP),E-6R,3,,4,1.0000,
2011-49194,2015,FIRST,HUM 3(AH),W,3,,5,1.0000,
2007-17339,2015,FIRST,HUM 2(AH),F-3R,3,,1,1.0000,
2007-17339,2015,FIRST,BIO 101,U,3,,2,1.0000,
2007-17339,2015,FIRST,BIO 120,S-3L,3,,4,1.0000,
2006-36854,2015,FIRST,VPHY 143,A-3L,4,,1,1.0000,
2006-36854,2015,FIRST,VPH 121,WX-4L,3,,3,1.0000,
2006-36854,2015,FIRST,VETC 171,1L+,2,,4,1.0000,
2006-36854,2015,FIRST,VPTH 123,X-2L,3,,5,1.0000,
2006-36854,2015,FIRST,VSUR 152,ST-2L+,4,,6,1.0000,
2006-36854,2015,FIRST,CHEM 160.1,3L,2,,0,0.0000,
2012-19077,2015,FIRST,ABE 71,T-2L,3,,1,1.0000,
2012-19077,2015,FIRST,ABE 180,Y,3,,2,1.0000,
2012-19077,2015,FIRST,CE 121,AB2,3,,3,1.0000,
2012-19077,2015,FIRST,CE 151,V,3,,4,1.0000,
2012-19077,2015,FIRST,SPCM 1(AH),W-2R,3,,5,1.0000,
2012-19077,2015,FIRST,HUM 3(AH),F,3,,6,1.0000,
2012-19077,2015,FIRST,EE 1,YZ-2L,3,,7,1.0000,
2011-01293,2015,FIRST,ChE 153,U,3,,2,1.0000,
2011-01293,2015,FIRST,ChE 154,C,3,,3,1.0000,
2011-01293,2015,FIRST,ENSC 13,X,3,,4,1.0000,
2011-01293,2015,FIRST,ENSC 10b,8L,2,,5,1.0000,
2011-01293,2015,FIRST,SPCM 1(AH),U1-3R,3,,6,1.0000,
2011-01293,2015,FIRST,NASC 5(MST),Z-4R,3,,7,1.0000,
2012-16982,2015,FIRST,NSTP 1,AS3,0,,2,1.0000,
2012-16982,2015,FIRST,NASC 6(MST),C,3,,3,1.0000,
2012-16982,2015,FIRST,PI 10(SSP),U-2R,3,,4,1.0000,
2012-16982,2015,FIRST,HIST 1(SSP),V2-5R,3,,5,1.0000,
2012-16982,2015,FIRST,ENG 2(AH),F-6R,3,,6,1.0000,
2012-16982,2015,FIRST,STAT 1,A-2L,3,,7,1.0000,
2012-16982,2015,FIRST,ENTR 1(SSP),B-5R,3,,9,1.0000,
2012-16982,2015,FIRST,HUM 1(AH),X,3,,0,0.0000,
2013-98210,2015,FIRST,FRM 94,Y-2L,3,,1,1.0000,
2013-98210,2015,FIRST,FPPS 11,ST1-2L,3,,2,1.0000,
2013-98210,2015,FIRST,FBS 9,Y-3L,3,,3,1.0000,
2014-21775,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2014-21775,2015,FIRST,ECON 101,T-5R,3,,2,1.0000,
2014-21775,2015,FIRST,ECON 102,C,3,,3,1.0000,
2014-21775,2015,FIRST,STAT 1,AB-1L,3,,4,1.0000,
2014-21775,2015,FIRST,SPCM 1(AH),G-5R,3,,5,1.0000,
2014-21775,2015,FIRST,NASC 10(MST),U,3,,6,1.0000,
2014-21775,2015,FIRST,SOC 10,V,3,,7,1.0000,
2011-01274,2015,FIRST,FRCH 10,F,3,,3,1.0000,
2011-01274,2015,FIRST,HUM 3(AH),W,3,,4,1.0000,
2011-01274,2015,FIRST,ECON 130,X,3,,5,1.0000,
2014-35706,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-35706,2015,FIRST,PE 1,GH,0,,2,1.0000,
2014-35706,2015,FIRST,PHLO 1(SSP),W2-2R,3,,3,1.0000,
2014-35706,2015,FIRST,SPCM 1(AH),Y-4R,3,,4,1.0000,
2014-35706,2015,FIRST,HIST 1(SSP),D-4R,3,,5,1.0000,
2014-35706,2015,FIRST,PI 10(SSP),B-5R,3,,6,1.0000,
2014-35706,2015,FIRST,NASC 7(MST),U,3,,7,1.0000,
2014-35706,2015,FIRST,BOT 11,B-2L,3,,8,1.0000,
2011-97496,2015,FIRST,ANSC 101,C-2L,3,,1,1.0000,
2011-97496,2015,FIRST,BIO 30,A-7L,3,,3,1.0000,
2011-97496,2015,FIRST,STAT 1,V-4L,3,,4,1.0000,
2011-97496,2015,FIRST,ECON 11,W-4R,3,,5,1.0000,
2011-97496,2015,FIRST,ANSC 106,UV-2L,3,,6,1.0000,
2011-97496,2015,FIRST,ANSC 111,S-2L,3,,0,0.0000,
2011-97496,2015,FIRST,ANSC 116,B-2L,3,,0,0.0000,
2013-98309,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2013-98309,2015,FIRST,MATH 174,B-3L,3,,2,1.0000,
2013-98309,2015,FIRST,MATH 181,V,3,,3,1.0000,
2013-98309,2015,FIRST,HIST 1(SSP),V2-3R,3,,5,1.0000,
2013-98309,2015,FIRST,SOSC 1(SSP),X-2R,3,,6,1.0000,
2013-98309,2015,FIRST,SOSC 3(SSP),D-4R,3,,0,0.0000,
2013-24023,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2013-24023,2015,FIRST,CMSC 131,AB-2L,3,,2,1.0000,
2013-24023,2015,FIRST,CMSC 124,T-2L,3,,3,1.0000,
2013-24023,2015,FIRST,CMSC 127,ST-4L,3,,4,1.0000,
2013-24023,2015,FIRST,CMSC 100,EF-5L,3,,5,1.0000,
2013-24023,2015,FIRST,SPCM 1(AH),G-2R,3,,6,1.0000,
2013-24023,2015,FIRST,ENG 2(AH),F-2R,3,,7,1.0000,
2010-10077,2015,FIRST,ENG 10,B-4R,3,,1,1.0000,
2010-10077,2015,FIRST,BIO 1,X-5L,3,,2,1.0000,
2010-10077,2015,FIRST,MATH 28,T-2R,3,,3,1.0000,
2010-10077,2015,FIRST,CMSC 131,C-4L,3,,4,1.0000,
2010-10077,2015,FIRST,CMSC 124,B-4L,3,,5,1.0000,
2014-30034,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2014-30034,2015,FIRST,MATH 27,W-4R,3,,2,1.0000,
2014-30034,2015,FIRST,PHYS 3,C-6L,3,,3,1.0000,
2014-30034,2015,FIRST,STAT 1,D-7L,3,,4,1.0000,
2014-30034,2015,FIRST,NASC 3(MST),EF-6R,3,,5,1.0000,
2014-30034,2015,FIRST,CHEM 15.0,H,3,,6,1.0000,
2014-30034,2015,FIRST,CHEM 15.1,27L,2,,7,1.0000,
2014-30034,2015,FIRST,ENSC 10a,3L,2,,8,1.0000,
2014-98705,2015,FIRST,NSTP 1,FR-EF,0,,2,1.0000,
2014-98705,2015,FIRST,SPCM 1(AH),F-2R,3,,3,1.0000,
2014-98705,2015,FIRST,IT 1(MST),G-6L,3,,4,1.0000,
2014-98705,2015,FIRST,ENG 1(AH),Z-5R,3,,5,1.0000,
2014-98705,2015,FIRST,CRSC 1,Y-4L,3,,6,1.0000,
2014-98705,2015,FIRST,ANSC 1,S-5L,3,,7,1.0000,
2014-98705,2015,FIRST,AEC 1,T-3R,3,,8,1.0000,
2011-06596,2015,FIRST,ABE 71,C-2L,3,,1,1.0000,
2011-06596,2015,FIRST,ABE 41,T-2L,4,,2,1.0000,
2011-06596,2015,FIRST,ABE 50,A-2L,3,,3,1.0000,
2011-06596,2015,FIRST,ENSC 18,V-2L,3,,4,1.0000,
2011-06596,2015,FIRST,ENG 10,B-2R,3,,5,1.0000,
2013-21543,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2013-21543,2015,FIRST,MATH 37,X-1R,5,,3,1.0000,
2013-21543,2015,FIRST,PHYS 13,U-2L,3,,4,1.0000,
2013-21543,2015,FIRST,ENG 2(AH),Y-3R,3,,5,1.0000,
2013-21543,2015,FIRST,ENSC 10a,2L,2,,6,1.0000,
2013-21543,2015,FIRST,NASC 5(MST),Z-1R,3,,7,1.0000,
2013-21543,2015,FIRST,HUM 2(AH),X2-5R,3,,8,1.0000,
2013-40611,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2013-40611,2015,FIRST,IT 1(MST),G-2L,3,,2,1.0000,
2013-40611,2015,FIRST,STAT 1,Z-8L,3,,3,1.0000,
2013-40611,2015,FIRST,SPCM 1(AH),U1-2R,3,,4,1.0000,
2013-40611,2015,FIRST,PI 10(SSP),G2-4R,3,,5,1.0000,
2013-40611,2015,FIRST,PHYS 3,X-1L,3,,6,1.0000,
2013-40611,2015,FIRST,MCB 1,C-2L,3,,7,1.0000,
2013-40611,2015,FIRST,BIO 140,T,3,,8,1.0000,
2013-35995,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2013-35995,2015,FIRST,ZOO 3,ST-2L,3,,2,1.0000,
2013-35995,2015,FIRST,MST 101c,AR2,1,,3,1.0000,
2013-35995,2015,FIRST,PHYS 3,X-2L,3,,4,1.0000,
2013-35995,2015,FIRST,CHEM 160,U,3,,5,1.0000,
2013-35995,2015,FIRST,STAT 1,S-9L,3,,6,1.0000,
2013-35995,2015,FIRST,HUM 3(AH),W,3,,7,1.0000,
2013-35995,2015,FIRST,MATH 26,W-3R,3,,0,0.0000,
2011-38753,2015,FIRST,ENG 10,C-2R,3,,1,1.0000,
2011-38753,2015,FIRST,CMSC 137,B-2L,3,,2,1.0000,
2011-38753,2015,FIRST,PI 10(SSP),V-3R,3,,3,1.0000,
2011-13834,2015,FIRST,PHYS 82,DV-1L,5,,1,1.0000,
2011-13834,2015,FIRST,MATH 28,T-1R,3,,2,1.0000,
2011-13834,2015,FIRST,PI 10(SSP),U-5R,3,,3,1.0000,
2011-13834,2015,FIRST,MST 101c,AR1,1,,4,1.0000,
2011-13834,2015,FIRST,SOSC 1(SSP),C-3R,3,,5,1.0000,
2011-13834,2015,FIRST,BIO 30,S-4L,3,,6,1.0000,
2014-01064,2015,FIRST,NSTP 1,EN1,0,,2,1.0000,
2014-01064,2015,FIRST,PHYS 3,X-1L,3,,3,1.0000,
2014-01064,2015,FIRST,STAT 1,A-6L,3,,4,1.0000,
2014-01064,2015,FIRST,CHEM 15.0,T,3,,5,1.0000,
2014-01064,2015,FIRST,CHEM 15.1,6L,2,,6,1.0000,
2014-01064,2015,FIRST,ANSC 1,AB-7L,3,,7,1.0000,
2014-01064,2015,FIRST,MATH 26,W-3R,3,,8,1.0000,
2014-01064,2015,FIRST,ENSC 10a,3L,2,,9,1.0000,
2010-96906,2015,FIRST,FBS 21,A-6L,4,,1,1.0000,
2010-96906,2015,FIRST,STAT 1,S-1L,3,,2,1.0000,
2010-96906,2015,FIRST,FRM 117,Y,3,,3,1.0000,
2010-96906,2015,FIRST,FBS 45,U-2L,4,,4,1.0000,
2013-07304,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2013-07304,2015,FIRST,CMSC 131,C-2L,3,,2,1.0000,
2013-07304,2015,FIRST,CMSC 127,S-4L,3,,3,1.0000,
2013-07304,2015,FIRST,CMSC 124,T-5L,3,,4,1.0000,
2013-07304,2015,FIRST,SPAN I,V,3,,5,1.0000,
2013-07304,2015,FIRST,HUM 2(AH),D-4R,3,,6,1.0000,
2013-07304,2015,FIRST,NASC 3(MST),EF-4R,3,,7,1.0000,
2008-40801,2015,FIRST,ABE 71,T-2L,3,,1,1.0000,
2013-40216,2015,FIRST,MATH 26,W-2R,3,,1,1.0000,
2013-40216,2015,FIRST,CHEM 43.0,T,3,,2,1.0000,
2013-40216,2015,FIRST,HUM 1(AH),Z,3,,3,1.0000,
2013-40216,2015,FIRST,HUM 2(AH),V-3R,3,,4,1.0000,
2011-62101,2015,FIRST,AECO 151,ST-2R,3,,1,1.0000,
2011-62101,2015,FIRST,SPCM 1(AH),U1-2R,3,,3,1.0000,
2011-62101,2015,FIRST,ECON 130,T,3,,4,1.0000,
2011-62101,2015,FIRST,AECO 110,B-2L,3,,5,1.0000,
2011-62101,2015,FIRST,AECO 123,U-2R,3,,6,1.0000,
2011-62101,2015,FIRST,AECO 150,T-2R,3,,0,0.0000,
2014-69414,2015,FIRST,NSTP 1,AS3,0,,1,1.0000,
2014-69414,2015,FIRST,CHEM 43.0,T,3,,2,1.0000,
2014-69414,2015,FIRST,CHEM 43.1,3L,2,,3,1.0000,
2014-69414,2015,FIRST,SPCM 1(AH),Y-3R,3,,4,1.0000,
2014-69414,2015,FIRST,NASC 6(MST),C,3,,5,1.0000,
2014-69414,2015,FIRST,MATH 26,S-2R,3,,6,1.0000,
2014-69414,2015,FIRST,CHEM 32.0,U,3,,7,1.0000,
2014-69414,2015,FIRST,CHEM 32.1,9L,2,,8,1.0000,
2011-13625,2015,FIRST,CMSC 100,EF-3L,3,,1,1.0000,
2011-13625,2015,FIRST,POSC 1(SSP),T-2R,3,,2,1.0000,
2011-13625,2015,FIRST,DEVC 199,S4,1,,3,1.0000,
2010-40068,2015,FIRST,BIO 101,W,3,,1,1.0000,
2010-40068,2015,FIRST,BIO 120,S-6L,3,,2,1.0000,
2010-40068,2015,FIRST,BIO 155,AB-2L,3,,3,1.0000,
2014-98781,2015,FIRST,NSTP 1,EN2,0,,2,1.0000,
2014-98781,2015,FIRST,SPCM 1(AH),Y-6R,3,,3,1.0000,
2014-98781,2015,FIRST,CHEM 15.0,T,3,,4,1.0000,
2014-98781,2015,FIRST,CHEM 15.1,24L,2,,5,1.0000,
2014-98781,2015,FIRST,MATH 36,H-3R,5,,6,1.0000,
2014-98781,2015,FIRST,CMSC 11,U-3L,3,,7,1.0000,
2010-67138,2015,FIRST,MATH 141,W,3,,1,1.0000,
2013-32757,2015,FIRST,ENSC 11,E,3,,2,1.0000,
2013-32757,2015,FIRST,ENSC 21,F,3,,3,1.0000,
2013-32757,2015,FIRST,ENSC 26,Z-4L,3,,4,1.0000,
2013-32757,2015,FIRST,PHYS 82,DV-4L,5,,5,1.0000,
2013-32757,2015,FIRST,ENSC 10b,7L,2,,6,1.0000,
2013-32757,2015,FIRST,IE 150,U,3,,7,1.0000,
2012-22867,2015,FIRST,MATH 38,T-3R,3,,1,1.0000,
2011-35661,2015,FIRST,MST 101c,AR2,1,,1,1.0000,
2011-35661,2015,FIRST,PHYS 3,X-3L,3,,2,1.0000,
2011-35661,2015,FIRST,CHEM 40.0,U,3,,4,1.0000,
2011-35661,2015,FIRST,CHEM 40.1,12L,1,,5,1.0000,
2011-35661,2015,FIRST,BIO 30,S-2L,3,,6,1.0000,
2011-35661,2015,FIRST,BIO 70,Z,3,,8,1.0000,
2011-35661,2015,FIRST,HFDS 12,D,3,,0,0.0000,
2011-35661,2015,FIRST,PI 10(SSP),Z1-2R,3,,0,0.0000,
2011-22604,2015,FIRST,PSY 1(SSP),X1-3R,3,,1,1.0000,
2011-22604,2015,FIRST,SPCM 1(AH),F-6R,3,,2,1.0000,
2011-22604,2015,FIRST,PI 10(SSP),G2-2R,3,,3,1.0000,
2011-22604,2015,FIRST,ECON 137,U-2L,3,,6,1.0000,
2011-22604,2015,FIRST,ECON 121,Y,3,,0,0.0000,
2012-02593,2015,FIRST,CMSC 137,CD-1L,3,,1,1.0000,
2012-02593,2015,FIRST,CMSC 141,D-7L,3,,2,1.0000,
2012-02593,2015,FIRST,CMSC 150,EF-3L,3,,3,1.0000,
2012-02593,2015,FIRST,MATH 27,A-2R,3,,4,1.0000,
2012-02593,2015,FIRST,CMSC 131,C-2L,3,,5,1.0000,
2007-32110,2015,FIRST,VPHY 143,A-5L,4,,1,1.0000,
2007-32110,2015,FIRST,VPH 121,WX-3L,3,,2,1.0000,
2007-32110,2015,FIRST,VETC 171,1L+,2,,3,1.0000,
2007-32110,2015,FIRST,VSUR 152,ST-4L,4,,4,1.0000,
2014-09241,2015,FIRST,NSTP 1,AS2,0,,2,1.0000,
2014-09241,2015,FIRST,MATH 27,A-3R,3,,3,1.0000,
2014-09241,2015,FIRST,STAT 1,ST-10L,3,,4,1.0000,
2014-09241,2015,FIRST,NASC 3(MST),EF-6R,3,,5,1.0000,
2014-09241,2015,FIRST,CHEM 15.0,S,3,,6,1.0000,
2014-09241,2015,FIRST,CHEM 15.1,25L,2,,7,1.0000,
2014-09241,2015,FIRST,ENSC 10a,6L,2,,8,1.0000,
2014-09241,2015,FIRST,ANSC 1,S-4L,3,,9,1.0000,
2014-27093,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2014-27093,2015,FIRST,ECON 101,T-6R,3,,3,1.0000,
2014-27093,2015,FIRST,ECON 102,G2,3,,4,1.0000,
2014-27093,2015,FIRST,STAT 1,S-3L,3,,5,1.0000,
2014-27093,2015,FIRST,HUM 1(AH),V,3,,6,1.0000,
2014-27093,2015,FIRST,HUM 2(AH),W-6R,3,,7,1.0000,
2014-27093,2015,FIRST,SOSC 2(SSP),X-5R,3,,8,1.0000,
2014-63293,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2014-63293,2015,FIRST,CHEM 43.0,T,3,,2,1.0000,
2014-63293,2015,FIRST,CHEM 43.1,4L,2,,3,1.0000,
2014-63293,2015,FIRST,SPCM 1(AH),W-6R,3,,4,1.0000,
2014-63293,2015,FIRST,ENG 1(AH),Z-2R,3,,5,1.0000,
2014-63293,2015,FIRST,MATH 26,W-2R,3,,6,1.0000,
2014-63293,2015,FIRST,CHEM 32.0,X,3,,7,1.0000,
2014-63293,2015,FIRST,CHEM 32.1,7L,2,,8,1.0000,
2011-19545,2015,FIRST,MCB 1,C-8L,3,,2,1.0000,
2011-19545,2015,FIRST,STAT 1,D-1L,3,,3,1.0000,
2011-19545,2015,FIRST,HUM 3(AH),F,3,,5,1.0000,
2011-19545,2015,FIRST,DEVC 199,A3,1,,6,1.0000,
2011-19545,2015,FIRST,CHEM 15.0,H,3,,0,0.0000,
2014-09006,2015,FIRST,NSTP 1,AS3,0,,1,1.0000,
2014-09006,2015,FIRST,ANSC 2,B-8L,3,,3,1.0000,
2014-09006,2015,FIRST,CRSC 2,U-1L,3,,4,1.0000,
2014-09006,2015,FIRST,SPCM 1(AH),G-6R,3,,5,1.0000,
