stdno,allowedunits,currentunitsenlisted
2013-51752,20,20
2014-43749,19,19
2013-71179,21,21
2011-63049,18,18
2012-97905,18,6
2012-30845,20,20
2012-48767,17,14
2012-11534,21,12
2012-52497,19,18
2013-74825,21,21
2012-50439,18,18
2010-58431,16,3
2009-61102,19,0
2014-23176,18,18
2014-98718,19,19
2009-19488,21,11
2014-39318,18,16
2013-27976,19,18
2014-09522,19,19
2008-37359,16,14
2013-02378,23,22
2012-42526,19,19
2011-09091,19,7
2005-51598,20,11
2012-22957,19,17
2013-46908,18,18
2014-24215,20,20
2012-37890,18,16
2011-48777,19,16
2014-22610,19,19
2014-40449,19,18
2013-98204,16,9
2013-29115,18,18
2014-69704,17,11
2014-00342,18,18
2011-48360,20,20
2012-65722,18,13
2014-69388,20,20
2014-69389,17,17
2012-10666,18,6
2014-31346,19,19
2010-44826,20,15
2010-36415,21,18
2013-29951,18,18
2010-96903,18,18
2014-24109,20,20
2010-21473,20,20
2014-27738,18,18
2014-98738,18,18
2013-45982,20,18
2012-18339,18,16
2011-62591,18,18
2013-46754,18,18
2007-19617,19,17
2014-57144,21,21
2012-06568,20,19
2013-17836,19,17
2014-42341,18,18
2014-53937,18,18
2013-55552,18,18
2014-98736,18,18
2010-58422,20,11
2014-71817,18,18
2013-06126,23,23
2013-03590,18,18
2013-68152,20,21
2014-71316,18,18
2014-10147,18,18
2014-62406,20,20
2014-62405,19,19
2014-09245,18,18
2010-96904,21,13
2012-16906,21,19
2014-77867,19,17
2010-61294,16,0
2014-72011,20,20
2011-97523,15,3
2014-63259,18,18
2014-48193,17,17
2013-48346,18,18
2013-98205,16,16
2014-05501,20,20
2014-16690,18,18
2009-56725,19,0
2010-36665,19,18
2013-23032,19,17
2012-23240,21,19
2012-13977,20,20
2012-18548,18,18
2014-47227,18,18
2014-09520,19,19
2010-68480,19,5
2012-97906,18,18
2007-51825,17,6
2013-08997,18,18
2013-38975,19,21
2013-41378,18,18
2013-26669,18,15
2009-63572,20,9
2011-44444,18,12
2010-19890,20,18
2013-71356,21,18
2006-02243,21,10
2011-38722,20,8
2014-33265,19,19
2013-06436,21,19
2013-57140,20,18
2010-97050,19,0
2013-09836,18,18
2014-60041,19,18
2011-22166,20,0
2009-62468,13,3
2014-41033,18,18
2012-69496,20,20
2012-51830,20,20
2013-66920,18,18
2012-03187,21,18
2012-66256,18,9
2012-32917,20,18
2014-10329,21,21
2014-60208,19,18
2014-64940,18,18
2012-37924,19,9
2013-74159,18,15
2013-09641,18,15
2014-72683,17,17
2011-62209,15,3
2013-08640,21,19
2012-13819,20,20
2014-16705,19,19
2010-18071,20,12
2013-18611,21,19
2014-64097,22,19
2012-69918,18,13
2013-30732,21,21
2013-10261,18,18
2014-26912,18,18
2013-68210,18,18
2012-37035,21,12
2010-43122,17,0
2010-42853,16,7
2012-28092,19,17
2014-77364,19,19
2014-77365,18,18
2012-20693,21,9
2013-28463,18,18
2012-34481,20,20
2013-32784,21,21
2014-50808,18,18
2014-72644,19,18
2003-31362,20,20
2014-04186,18,18
2013-66314,18,18
2013-08232,18,0
2011-22167,19,18
2013-04614,20,18
2011-17093,18,6
2012-01303,18,18
2013-18379,18,18
2011-45827,20,6
2012-37798,18,15
2013-98206,18,18
2011-32936,18,9
2008-38479,21,10
2012-51055,20,20
2013-38969,18,0
2013-60511,20,20
2013-15767,17,17
2013-06557,18,17
2013-08451,18,17
2014-72684,19,18
2006-95710,19,6
2013-08033,18,18
2014-48643,21,21
2014-48196,17,17
2013-40608,18,18
2013-98300,17,17
2013-98301,18,0
2014-71385,19,19
2009-61170,19,0
2014-70558,18,18
2014-15503,18,18
2014-82430,18,18
2006-35287,16,9
2012-47786,21,19
2014-43523,19,19
2011-17196,18,9
2002-32005,21,14
2012-69838,18,15
2014-27386,19,19
2014-34740,18,18
2012-48616,18,15
2014-35226,18,18
2014-33576,21,21
2012-34723,21,21
2010-62952,21,12
2014-21630,20,20
2014-08972,18,18
2011-62314,18,13
2012-25173,18,15
2014-48592,21,20
2014-62542,17,16
2012-04517,21,19
2013-08992,18,18
2013-27111,18,15
2013-27478,18,18
2012-37678,18,16
2013-00216,18,18
2013-06971,17,17
2013-05962,19,17
2012-37927,19,17
2014-98810,20,18
2012-97908,18,13
2012-10440,18,6
2013-43351,18,0
2013-71357,21,21
2014-99176,18,18
2012-17230,18,9
2013-09833,21,21
2014-29942,19,17
2012-17746,18,15
2014-09524,18,17
2014-62834,19,17
2012-53241,19,18
2014-98757,18,17
2014-98789,19,19
2014-50658,18,18
2013-09722,21,21
2011-50492,20,15
2011-21887,18,3
2011-29316,20,20
2012-37738,21,21
2011-22855,18,0
2012-20948,20,17
2014-50156,20,20
2012-53391,21,20
2012-60117,21,15
2012-11894,21,21
2014-56938,18,18
2014-71707,20,20
2011-43189,21,19
2013-56013,18,18
2013-09940,21,19
2013-17792,18,18
2012-18218,20,12
2010-23727,21,18
2012-97909,18,6
2013-08034,19,18
2012-17191,21,18
2012-19100,19,19
2006-08863,19,6
2012-19684,21,21
2013-06896,18,18
2010-39259,21,21
2012-62285,19,16
2011-48323,21,21
2013-55779,21,19
2011-38480,19,4
2012-33045,21,21
2014-78631,21,18
2014-27509,19,19
2012-09806,21,18
2014-07849,20,20
2011-63050,18,0
2011-97524,18,0
2014-09234,18,18
2014-23025,18,18
2014-10378,18,18
2014-80415,19,19
2009-17975,17,12
2014-54911,21,21
2011-60019,20,18
2013-60776,21,21
2012-29141,21,13
2013-09198,21,21
2014-71904,21,21
2013-08998,18,15
2014-00660,17,17
2013-37117,20,20
2013-23569,18,18
2008-37534,21,6
2013-39739,18,18
2009-96698,21,12
2012-42852,21,18
2011-62618,18,0
2012-49023,21,0
2014-19871,19,19
2014-41012,20,20
2010-43303,21,19
2013-08181,21,21
2014-43917,20,19
2011-43812,21,12
2013-37640,21,21
2011-46454,19,15
2011-97498,19,0
2013-52454,20,18
2013-61083,21,19
2014-72645,18,18
2013-06127,21,21
2014-08142,17,17
2012-72018,18,18
2014-10776,19,19
2014-82171,19,19
2014-71936,19,19
2013-29773,18,15
2012-08014,12,6
2013-27076,18,15
2014-14771,18,16
2013-06262,21,19
2010-60033,21,15
2013-02471,18,18
2014-09617,18,18
2013-57853,18,18
2014-65683,19,19
2013-15671,18,15
2010-28795,19,11
2014-15627,17,17
2014-50236,18,18
2014-26042,20,20
2012-52623,19,19
2013-37912,20,17
2010-14775,18,15
2013-25780,18,18
2014-12544,17,17
2013-09758,18,18
2013-06882,20,20
2012-17426,17,12
2011-65234,18,9
2013-21661,18,18
2013-98421,18,12
2011-40826,18,9
2010-50035,21,14
2011-50194,21,21
2012-18042,18,18
2014-80541,21,20
2013-08235,20,20
2011-25811,18,6
2013-35600,18,18
2011-62112,19,9
2014-98848,16,16
2009-96557,18,18
2014-71257,17,17
2011-02944,16,0
2010-42119,21,6
2014-70553,18,18
2012-17639,21,18
2014-50895,18,18
2014-08047,20,20
2014-13257,19,19
2013-12162,18,18
2012-33629,12,6
2014-71399,21,21
2011-08701,21,6
2012-40545,18,12
2012-19821,20,20
2010-41466,21,18
2011-13069,21,21
2014-09924,20,20
2014-72502,21,21
2014-73821,19,19
2014-05402,18,18
2014-48808,18,18
2010-08647,19,5
2011-18515,16,0
2012-22751,19,9
2011-47180,21,7
2013-65834,21,16
2012-09280,18,18
2012-28985,21,15
2009-00740,21,21
2014-21901,19,19
2012-14913,19,19
2013-06128,18,18
2013-48123,20,20
2014-27607,18,18
2014-20041,18,18
2014-40837,20,20
2014-66808,17,17
2013-34028,18,17
2013-55228,17,17
2013-00471,18,0
2012-22590,18,15
2011-97454,21,9
2012-37422,20,20
2013-27698,18,17
2012-57688,18,18
2008-36840,18,6
2014-42211,19,19
2014-33218,19,19
2013-98303,18,15
2013-98279,21,21
2012-17968,17,15
2013-12657,21,18
2011-97328,21,21
2014-06648,20,18
2014-26916,18,18
2010-42657,21,3
2012-18739,18,18
2011-09228,21,0
2013-08486,21,21
2013-68059,18,18
2008-38103,17,0
2012-49438,21,21
2012-17677,18,12
2011-28402,20,17
2013-68270,21,21
2013-33760,17,17
2014-04191,17,17
2009-19390,20,18
2014-02441,18,18
2010-36815,21,20
2014-13186,18,18
2010-27053,21,19
2012-38294,18,15
2009-17237,21,18
2014-20275,19,15
2012-18211,18,0
2012-21208,18,3
2012-29866,21,0
2011-39159,19,1
2014-34305,20,20
2013-27148,20,20
2012-97802,21,12
2013-09746,21,21
2013-98304,21,21
2008-01058,20,3
2011-48696,18,0
2014-09394,18,18
2011-22688,19,9
2009-29868,17,8
2013-48477,20,19
2010-43510,18,6
2012-18103,19,18
2011-97327,21,18
2014-06210,17,15
2012-98127,20,19
2013-07498,18,17
2010-49713,21,14
2013-37167,20,20
2012-38363,18,18
2014-06544,21,21
2012-37127,18,13
2014-60213,18,18
2014-51260,19,19
2013-00639,23,22
2012-14287,18,18
2013-58702,18,0
2014-04192,19,19
2012-10623,18,18
2012-07415,19,18
2011-46456,19,6
2014-21048,18,18
2014-09409,19,19
2012-67714,18,12
2012-21252,21,20
2013-10133,18,18
2012-43873,19,19
2013-09740,18,18
2013-68271,17,16
2013-29620,18,18
2011-12428,21,7
2011-30264,21,19
2012-40218,21,21
2008-03392,19,3
2011-31073,17,15
2012-41939,21,18
2012-20127,18,15
2014-50901,18,18
2013-13904,21,21
2013-07242,21,21
2010-48329,19,0
2012-14330,21,15
2012-51699,18,18
2008-31620,20,16
2012-51179,20,20
2012-19571,20,18
2010-44827,18,9
2012-18684,18,18
2014-63596,20,20
2012-46505,17,15
2013-47726,18,18
2013-98305,18,12
2013-01011,21,21
2014-98764,19,19
2009-17590,18,18
2012-37768,18,13
2012-17689,21,20
2014-09618,19,19
2012-47455,18,13
2010-02714,19,7
1998-42806,18,0
2014-45745,17,17
2014-45746,19,15
2008-36136,18,18
2011-39356,20,11
2014-72685,20,20
2014-62426,20,20
2013-09823,17,17
2011-22383,21,19
2012-77304,17,15
2013-98306,18,18
2012-34546,19,19
2014-72214,21,18
2013-58483,21,21
2012-98002,21,15
2010-14651,20,15
2010-32682,21,13
2013-48564,20,18
2013-27956,18,18
2013-20641,23,22
2013-74121,22,3
2011-47782,20,15
2011-64482,19,12
2012-69715,17,15
2014-07903,18,18
2014-72663,20,19
2014-42400,18,18
2012-18284,21,21
2011-22139,20,9
2012-38390,19,19
2009-10027,19,0
2012-47981,19,18
2014-35940,18,18
2014-71967,19,19
2012-56493,18,9
2014-43542,20,18
2012-29095,19,18
2013-06130,21,21
2014-24473,19,17
2014-04862,18,18
2012-19107,19,15
2014-26760,18,18
2012-69896,18,13
2014-70762,21,21
2011-48995,20,19
2014-29943,19,19
2011-22081,19,11
2011-62698,17,15
2014-52857,18,18
2014-71456,20,19
2014-69407,20,20
2014-72635,20,20
2014-29868,19,19
2013-98209,18,13
2014-10908,19,19
2007-67529,16,9
2011-13808,18,11
2013-09851,20,20
2011-62208,20,13
2013-70860,18,15
2014-25845,20,20
2014-52087,21,19
2014-14226,19,19
2012-28552,19,16
2014-99166,20,18
2014-42342,20,20
2003-57721,19,0
2010-42127,19,3
2014-71669,19,19
2012-28551,19,19
2014-48521,21,21
2014-98719,19,19
2011-97365,21,21
2010-42291,20,18
2014-72716,18,18
2014-20366,19,18
2014-66202,20,19
2012-19888,12,11
2012-17641,20,15
2012-54690,21,20
2012-38391,17,17
2014-32838,20,19
2012-07254,17,12
2012-37929,18,3
2011-10311,17,3
2013-19452,23,23
2013-30778,20,20
2009-31831,17,9
2011-62103,17,15
2012-48773,19,17
2012-49627,23,12
2013-06545,21,18
2014-71495,18,17
2011-60620,19,7
2013-68118,21,21
2014-68078,17,17
2011-19347,18,12
2014-72378,19,19
2014-43078,21,19
2012-61931,18,13
2014-01873,18,17
2013-98307,18,12
2012-51985,19,19
2014-01013,19,19
2012-18220,18,18
2012-71788,21,20
2011-08373,18,13
2014-71578,20,20
2012-15400,17,15
2014-05830,20,20
2014-71300,17,17
2013-28089,18,18
2013-08150,20,20
2014-47556,17,15
2012-18895,18,9
2012-27648,21,15
2014-04410,18,16
2013-27636,21,21
2009-03670,20,13
2012-22919,18,13
2012-53437,21,0
2012-20684,19,15
2014-81600,18,18
2014-98792,19,19
2012-37629,18,15
2012-66471,21,20
2011-97493,18,18
2010-81352,21,20
2013-55234,20,20
2013-10875,17,15
2014-62909,20,20
2012-22545,19,19
2014-30545,18,18
2014-57097,19,18
2010-08888,18,3
2009-33275,19,7
2011-44182,20,0
2011-24750,19,3
2009-01653,21,10
2011-31777,20,20
2012-64422,21,12
2014-50122,20,19
2013-57766,18,18
2012-11664,18,18
2012-74503,20,18
2014-48607,19,19
2010-59622,20,2
2013-74123,18,18
2013-09127,18,18
2013-06629,18,18
2012-19719,18,18
2012-65294,18,0
2011-46458,21,0
2014-39609,17,16
2011-21366,20,3
2011-47792,19,13
2011-31181,21,21
2014-23095,19,19
2014-65245,18,18
2012-05087,19,19
2014-33667,18,18
2011-58185,12,6
2014-09290,19,17
2013-65185,20,20
2012-64712,19,13
2009-30439,18,12
2012-42263,21,0
2014-21978,17,16
2014-72379,18,18
2013-05901,18,15
2012-55892,20,11
2012-19683,21,21
2013-24246,20,18
2012-97777,21,0
2010-67359,18,18
2014-15674,17,17
2014-15287,18,18
2014-09483,17,17
2012-17642,18,18
2013-08983,20,20
2013-35042,18,0
2012-55535,20,16
2011-97525,19,0
2009-32424,19,8
2014-09428,20,20
2014-98850,16,13
2013-36202,18,18
2011-30854,19,10
2014-70541,18,18
2012-44509,21,9
2012-18156,21,0
2013-06294,21,21
2013-09035,21,19
2014-71942,19,19
2011-62299,18,18
2014-00842,19,18
2013-13897,21,15
2010-41374,21,13
2013-26033,18,0
2013-26471,18,0
2013-29903,21,21
2011-65171,15,0
2012-97780,21,0
2008-01288,21,17
2013-08991,20,18
2013-26686,18,18
2014-41001,20,19
2013-72471,23,23
2010-19899,20,19
2011-01647,17,15
2010-11982,21,3
2012-04432,19,17
2013-13674,21,21
2013-16206,18,18
2014-83596,21,18
2012-59324,19,18
2011-62615,20,20
2014-24815,20,20
2009-09815,20,18
2013-20452,21,21
2014-19251,18,18
2012-20694,17,15
2014-13665,21,20
2012-63515,18,18
2013-46029,21,21
2013-00483,18,18
2014-71455,18,18
2013-39714,20,20
2011-32758,21,18
2012-47273,18,14
2010-64361,16,13
2013-38925,20,20
2013-22584,18,18
2013-03200,21,19
2011-00111,20,19
2012-20396,19,16
2012-53457,20,20
2014-01929,19,19
2014-30927,17,17
2012-40205,18,19
2014-18476,20,20
2014-00242,19,19
2014-62615,19,18
2011-21494,19,17
2014-20125,18,17
2014-77855,20,20
2013-12703,21,21
2014-72326,19,18
2014-72717,17,17
2014-23192,18,18
2013-21658,21,21
2010-58525,15,6
2013-68212,18,15
2014-71579,19,19
2011-45369,20,8
2013-07740,18,18
2012-97912,21,19
2013-39008,18,18
2014-04843,17,17
2008-12230,21,21
2014-63563,19,19
2014-99184,18,18
2013-23845,20,18
2014-15628,20,20
2011-57921,21,19
2012-44847,18,6
2012-63537,21,21
2014-36489,19,19
2011-08208,19,12
2014-26930,20,20
2013-16795,21,21
2012-60431,19,15
2014-41059,19,19
2010-43124,21,19
2013-00300,18,18
2013-68101,18,18
2014-60016,19,19
2014-10144,18,18
2012-05849,21,20
2014-43249,18,18
2014-26044,19,19
2012-37630,21,21
2013-74095,18,18
2013-08147,18,18
2012-29562,18,18
2014-00587,18,16
2014-39822,18,18
2014-50917,18,18
2014-72712,18,18
2014-35488,19,19
2013-12650,19,17
2014-71754,17,17
2013-21632,18,18
2014-71180,21,21
2009-61090,18,3
2014-98787,19,18
2012-03692,19,17
2014-47646,19,19
2014-78639,19,17
2014-09237,18,18
2014-72556,18,18
2014-72557,18,18
2012-50607,18,17
2012-38393,18,3
2011-21901,18,6
2010-56810,19,18
2009-34853,16,3
2010-51246,17,3
2008-37678,19,18
2013-98211,16,6
2013-09339,19,17
2011-63001,12,9
2014-60874,20,18
2013-06791,17,17
2012-40236,21,20
2014-01108,21,20
2010-96905,21,14
2012-18587,18,18
2012-37194,17,15
2012-98132,21,21
2014-04199,17,17
2012-27016,18,3
2013-07390,18,18
2014-31227,21,20
2013-98625,17,17
2013-36626,21,19
2013-98420,18,18
2013-40598,18,18
2014-72646,17,17
2014-26566,18,18
2014-20484,21,21
2014-41815,21,21
2014-08522,19,19
2013-01637,18,18
2014-42343,18,18
2014-66208,19,19
2012-19855,21,21
2012-57578,21,19
2014-72647,18,18
2014-05755,17,17
2013-98422,21,21
2014-50468,18,18
2012-18163,19,17
2014-72718,18,18
2009-17306,20,20
2013-09813,18,18
2014-23548,19,19
2012-10225,19,18
2012-17753,18,18
2014-25883,18,18
2012-30361,18,9
2012-24680,19,18
2011-55178,19,13
2011-22301,21,21
2014-46342,20,20
2011-65350,21,16
2011-21392,19,1
2014-32919,20,19
2014-48606,20,20
2013-06962,18,18
2009-17552,19,12
2014-64370,20,20
2014-60789,20,20
2013-50567,18,18
2008-23691,21,15
2014-08145,19,19
2008-14852,20,9
2012-12815,18,18
2013-56967,19,17
2014-19188,19,18
2013-01166,20,17
2012-50501,19,19
2014-43918,18,18
2012-50500,18,18
2013-68213,18,0
2014-10207,18,15
2011-20003,16,0
2012-98193,20,20
2011-19212,21,0
2014-12713,18,18
2014-26767,18,18
2012-39585,17,15
2011-12778,16,5
2013-01116,18,18
2013-68060,19,19
2013-98674,18,18
2011-97367,21,21
2014-41054,20,20
2014-25659,18,18
2014-66989,20,20
2012-17079,18,6
2011-06709,21,9
2013-09822,18,0
2014-01222,17,17
2011-18666,21,20
2010-97278,21,21
2014-20132,20,20
2014-01291,18,18
2012-18162,18,18
2013-08482,18,18
2014-09284,19,19
2013-70461,20,20
2011-00061,20,19
2010-41962,19,7
2012-14183,19,19
2014-03812,18,18
2013-37757,20,20
2013-60513,17,17
2010-19362,19,0
2012-18557,19,18
2014-24037,18,18
2014-42466,18,18
2013-16387,18,18
2013-44939,18,18
2011-15726,21,17
2012-26593,20,20
2013-48366,18,18
2012-26065,18,15
2012-61608,19,17
2013-18391,18,18
2014-26769,18,18
2014-42881,17,17
2012-29601,21,19
2010-48645,21,16
2013-14925,20,20
2012-47165,17,15
2013-16892,21,21
2008-18826,19,3
2014-52474,19,18
2014-08108,18,18
2012-38580,18,17
2014-82419,21,21
2007-02355,18,6
2012-37666,18,12
2012-55388,21,13
2013-29919,21,21
2013-06919,21,21
2014-09404,18,18
2009-06231,18,9
2007-45107,17,12
2006-35485,19,0
2013-30366,19,19
2012-40361,17,15
2014-98927,18,17
2006-35039,15,6
2013-98310,18,18
2014-09507,18,18
2013-07918,18,18
2014-09681,18,18
2013-41468,23,22
2014-09231,18,18
2014-72687,17,17
2014-45867,19,19
2014-72447,18,18
2011-47381,20,6
2013-11602,21,21
2014-04201,19,19
2012-76364,19,18
2011-31261,19,18
2013-58942,18,18
2013-15247,21,21
2013-09902,18,18
2013-73535,21,20
2011-21850,20,13
2011-07598,19,12
2012-62900,19,17
2014-48834,18,18
2012-46665,19,17
2014-53688,17,17
2014-09548,18,18
2013-70273,20,17
2013-01192,23,23
2012-04450,19,13
2012-07419,17,15
2010-12831,20,12
2014-47605,19,19
2014-33294,17,17
2011-07781,16,15
2014-25671,19,19
2012-01003,19,19
2013-21074,21,21
2014-98852,16,16
2013-98311,19,16
2013-03554,20,17
2010-19900,16,6
2014-41097,17,17
2012-45774,21,18
2012-19953,21,15
2012-19746,17,17
2011-63022,21,12
2011-65522,16,0
2012-52760,12,12
2013-98627,18,18
2014-42411,20,20
2013-27392,18,18
2014-23195,17,17
2013-45586,18,18
2007-59303,16,11
2014-68152,19,17
2009-48482,20,19
2013-05723,18,15
2012-11293,17,15
2001-43578,19,0
2014-04062,18,18
2013-09294,18,18
2014-98765,19,19
2013-21879,18,17
2013-40830,21,21
2012-10441,18,13
2014-33386,18,18
2013-03613,20,20
2014-00281,20,20
2013-07989,21,21
2012-03084,18,18
2012-03576,18,12
2014-20628,18,15
2011-48825,16,0
2011-63362,18,6
2014-98756,18,18
2014-71143,18,18
2012-63586,19,19
2005-46192,18,12
2013-28554,18,0
2013-08095,18,15
2011-53912,18,15
2014-61140,18,18
2011-53949,21,0
2011-97675,21,16
2012-40480,17,15
2014-62682,18,18
2012-10053,17,15
2011-30865,17,9
2013-23231,19,17
2013-21926,18,18
2010-14883,21,15
2014-63749,19,18
2014-07855,19,19
2012-03203,19,13
2014-66838,20,20
2011-10240,20,6
2014-98830,18,18
2012-18276,20,18
2011-01636,20,13
2013-72378,18,18
2014-23549,18,18
2014-05930,17,17
2012-02323,20,12
2012-07496,18,18
2013-20972,18,18
2013-69831,18,12
2012-05172,18,18
2014-14719,18,18
2013-60228,19,17
2006-61271,21,14
2014-98854,16,16
2012-17129,19,19
2010-42117,19,6
2013-09965,20,20
2013-06998,21,21
2014-05352,18,18
2013-39007,21,18
2011-47943,18,0
2012-10671,21,20
2014-73184,18,18
2009-24966,19,6
2010-20046,20,6
2014-71823,20,18
2013-24834,20,20
2012-10110,20,18
2014-60877,20,20
2009-51873,21,14
2012-19180,18,12
2012-47202,17,15
2014-38323,18,18
2013-29175,20,18
2014-45808,18,18
2010-51898,13,0
2014-20837,18,18
2013-11533,21,21
2014-12090,18,17
2014-05650,17,14
2012-32520,21,7
2014-04205,21,21
2010-52879,19,3
2014-45786,18,18
2013-08197,18,18
2013-64457,18,18
2014-72558,18,18
2013-29955,21,21
2014-25471,19,17
2010-29039,21,9
2012-17517,18,18
2014-04067,18,18
2013-20174,18,17
2013-06589,21,20
2014-08780,18,18
2011-46464,20,19
2014-08826,22,17
2013-02818,23,23
2013-04652,18,18
2012-04547,15,3
2014-04863,18,18
2010-04327,20,17
2013-22341,23,23
2011-17734,19,12
2007-32002,19,9
2009-26255,21,11
2012-16655,18,18
2014-40063,18,18
2011-18416,21,21
2011-18434,23,22
2013-01318,18,18
2009-31982,18,18
2014-98855,16,16
2014-24329,20,20
2011-34294,19,4
2012-29955,19,18
2011-53005,17,6
2012-20744,21,21
2014-57762,18,18
2013-00492,20,17
2011-65167,21,9
2014-80637,19,19
2013-56854,18,18
2010-14085,18,18
2013-68116,19,19
2011-62920,16,3
2014-70749,19,19
2013-09742,18,16
2012-38394,12,10
2013-11737,21,21
2013-15674,18,18
2014-56474,18,18
2012-17514,23,23
2014-48635,21,21
2013-44831,21,19
2013-22837,21,21
2014-28366,20,20
2013-16983,21,19
2013-42613,21,21
2012-53764,19,15
2014-00138,19,19
2014-64965,19,19
2014-75248,17,17
2013-41572,18,17
2011-00057,19,12
2014-29182,18,18
2014-28999,19,19
2013-32186,21,21
2013-36743,23,20
2011-00344,21,21
2014-41632,20,18
2011-03745,16,0
2014-71736,18,18
2011-97371,16,10
2012-00597,19,19
2011-53100,20,12
2009-20283,21,21
2014-26694,17,17
2014-12210,18,18
2013-08509,18,17
2012-48138,21,21
2013-21633,18,18
2012-62043,20,19
2013-14753,18,0
2014-72383,17,17
2012-13522,19,18
2014-98856,16,16
2013-40214,18,18
2010-43444,16,3
2013-98439,18,18
2013-98312,18,18
2011-33604,19,18
2006-39692,19,17
2012-97916,23,15
2014-30096,20,18
2009-28503,19,0
2013-43504,18,18
2010-19942,18,3
2014-71907,20,18
2012-31726,21,21
2013-60222,19,17
2013-08999,18,18
2013-09000,18,18
2013-74164,20,19
2012-38190,20,20
2013-61746,20,18
2011-27255,20,22
2014-43750,19,19
2011-48025,21,19
2012-10034,19,17
2014-23200,18,18
2013-98313,20,19
2008-43360,21,21
2014-52089,21,21
2012-41959,21,14
2012-17585,20,19
2014-09835,18,18
2013-71161,18,18
2014-62149,18,18
2010-12478,16,13
2013-15243,18,15
2013-68138,21,21
2012-24005,21,18
2013-22437,18,17
2010-17544,17,15
2007-95956,13,0
2014-98857,16,16
2012-40531,21,7
2012-18204,21,18
2012-29859,17,15
2014-72470,18,18
2014-98826,17,17
2012-01170,21,21
2010-58704,20,11
2012-17586,21,13
2012-22865,19,15
2011-37454,19,6
2011-97693,21,13
2012-38472,20,20
2011-97370,21,15
2010-19943,17,3
2011-22919,18,12
2013-09386,21,21
2010-08135,21,14
2014-27277,18,18
2012-56019,20,18
2014-72677,19,19
2014-75607,21,21
2011-34334,16,0
2012-37835,18,15
2014-42401,20,20
2008-60129,17,15
2011-18308,19,19
2011-26809,18,16
2013-25212,21,21
2012-27477,18,18
2014-73098,19,19
2012-25335,17,15
2012-97917,18,0
2012-66472,19,19
2014-21767,17,17
2013-06132,19,17
2011-03545,21,21
2009-44216,19,0
2012-29829,17,15
2009-17307,16,0
2013-98314,18,15
2012-37758,12,6
2014-09551,20,20
2013-48550,18,18
2013-09762,21,19
2013-98280,21,0
2011-21745,20,0
2011-62694,18,18
2013-06480,18,18
2012-01042,19,12
2011-47794,18,12
2012-20579,19,18
2014-23682,18,18
2014-53057,18,18
2013-21712,18,18
2010-29370,21,7
2014-63544,19,19
2013-22507,20,11
2013-47482,18,18
2013-68153,18,18
2013-08936,19,17
2009-23586,17,3
2012-19235,19,18
2004-38659,21,20
2013-15785,17,17
2010-15245,20,19
2012-00633,18,18
2014-28533,18,18
2011-97442,21,9
2014-00282,20,19
2013-09036,18,18
2011-29092,19,10
2014-01174,19,18
2010-96907,21,13
2014-57769,18,18
2012-31889,18,12
2014-10138,19,17
2013-13022,18,18
2013-02331,18,15
2009-10042,20,20
2014-70482,19,19
2014-98860,16,16
2012-20946,18,17
2012-12979,18,15
2014-48425,19,19
2014-37731,17,17
2014-28219,19,19
2011-34965,19,4
2013-29953,18,18
2008-18622,18,18
2014-72472,20,20
2013-04595,17,17
2010-24709,20,18
2014-21448,19,19
2014-09914,18,18
2011-48752,21,15
2013-30521,21,21
2014-27668,19,19
2010-02843,19,0
2014-23589,18,18
2014-48645,20,20
2011-13793,15,3
2013-14752,17,17
2013-98315,18,18
2014-05021,20,20
2009-96649,19,1
2008-17845,16,12
2012-17618,21,10
2008-15623,21,13
2013-22979,18,18
2012-37574,19,15
2013-06538,18,18
2013-68061,21,21
2013-51048,21,21
2012-27791,20,18
2007-58384,18,9
2010-41119,16,6
2014-28464,20,19
2014-72664,19,17
2014-47747,20,20
2013-50511,18,18
2013-14758,18,0
2012-16961,23,23
2014-48664,20,20
2014-03244,18,18
2014-71968,17,17
2013-42012,18,18
2011-01190,16,0
2013-15185,18,18
2013-28901,20,20
2009-48481,20,20
2013-98212,18,18
2013-02744,21,18
2012-55263,20,20
2013-09018,18,18
2013-09093,17,17
2012-19399,18,15
2013-37462,21,20
2012-98152,19,18
2014-49711,18,18
2012-10760,21,18
2010-01694,19,9
2013-09743,18,18
2014-71867,19,19
2012-19336,18,13
2011-34467,20,18
2014-26571,19,19
2014-71490,18,18
2012-14153,18,18
2012-20586,18,18
2012-37239,18,18
2010-61040,18,6
2011-97342,16,10
2013-98317,18,18
2014-23098,18,18
2011-06366,21,18
2013-25129,18,0
2014-70539,18,18
2006-38321,21,0
2012-19508,20,17
2007-10230,20,10
2011-05336,17,12
2012-14501,18,13
2013-02332,20,19
2013-01482,18,18
2014-00710,21,21
2013-36474,18,18
2013-09019,20,20
2012-59157,19,18
2010-12087,18,3
2011-24403,19,5
2012-10244,18,12
2014-12769,19,19
2011-23984,21,18
2014-06365,21,21
2013-40020,21,21
2014-08315,19,19
2012-17619,18,13
2010-00641,18,0
2013-22862,18,18
2014-98771,18,18
2013-60642,20,18
2011-29136,18,6
2012-97918,18,13
2012-18029,18,9
2009-52078,18,15
2011-20686,19,0
2012-51825,17,15
2014-60947,20,20
2014-51280,18,18
2014-35456,20,19
2014-09014,18,18
2013-05970,20,20
2011-20996,17,6
2014-98861,16,16
2011-97357,18,16
2014-98809,20,20
2013-00711,18,18
2014-71943,20,20
2013-30409,18,18
2012-21758,18,18
